,Language,a,b,c,d,prompts
158,BM,tiɲɛtɛ,min_tɛ_mankan_bɔ,mɔgɔfaga,['fagali'],"""tiɲɛtɛ"" is to ""min_tɛ_mankan_bɔ"" as ""mɔgɔfaga"" is to "
159,BM,kabakomayɔrɔ,hakilijigin_don,kura,['kɔsa_in_na'],"""kabakomayɔrɔ"" is to ""hakilijigin_don"" as ""kura"" is to "
160,BM,kelen-kelen,min_te_falen,kabakomayɔrɔ,['hakilijigin_don'],"""kelen-kelen"" is to ""min_te_falen"" as ""kabakomayɔrɔ"" is to "
161,BM,tiɲɛtɛ,min_tɛ_mankan_bɔ,labɛnna,"['tɔnba_dɔ', 'ladilanni_kɛra', 'labɛnna_kokura']","""tiɲɛtɛ"" is to ""min_tɛ_mankan_bɔ"" as ""labɛnna"" is to "
162,BM,furumuso,tɔkelen,kura,['kɔsa_in_na'],"""furumuso"" is to ""tɔkelen"" as ""kura"" is to "
163,BM,furumuso,tɔkelen,furumuso,"['jɛɲɔgɔn', 'tɔɲɔgɔn', 'tɔkelen']","""furumuso"" is to ""tɔkelen"" as ""furumuso"" is to "
164,BM,kura,kɔsa_in_na,wokabilɛri,"['daɲɛgafe', 'daɲɛgafe_kɔnɔ']","""kura"" is to ""kɔsa_in_na"" as ""wokabilɛri"" is to "
165,BM,nafaman,hakilinata-jɔ-cogow,telefɔni,"['selili', 'telefɔni_selilɛri']","""nafaman"" is to ""hakilinata-jɔ-cogow"" as ""telefɔni"" is to "
166,BM,furumuso,tɔkelen,telefɔni,"['selili', 'telefɔni_selilɛri']","""furumuso"" is to ""tɔkelen"" as ""telefɔni"" is to "
167,BM,nafaman,fisa,kabakomayɔrɔ,['hakilijigin_don'],"""nafaman"" is to ""fisa"" as ""kabakomayɔrɔ"" is to "
168,BM,nafaman,bɛnkansɛbɛnw,kabakomayɔrɔ,['hakilijigin_don'],"""nafaman"" is to ""bɛnkansɛbɛnw"" as ""kabakomayɔrɔ"" is to "
169,BM,wokabilɛri,daɲɛgafe_kɔnɔ,tiɲɛtɛ,"['hakɛ', 'min_bɛ_ɲɔgɔn_sɔsɔ', 'min_tɛ_tiɲɛ_ye', 'min_tɛ_mankan_bɔ', 'tiɲɛ_tɛ', 'galon']","""wokabilɛri"" is to ""daɲɛgafe_kɔnɔ"" as ""tiɲɛtɛ"" is to "
170,BM,tiɲɛtɛ,min_bɛ_ɲɔgɔn_sɔsɔ,mɔgɔfaga,['fagali'],"""tiɲɛtɛ"" is to ""min_bɛ_ɲɔgɔn_sɔsɔ"" as ""mɔgɔfaga"" is to "
171,BM,tiɲɛtɛ,min_bɛ_ɲɔgɔn_sɔsɔ,nafaman,"['hakilinata-jɔ-cogow', 'bɛnkansɛbɛnw', 'fisa', 'kɛnɛman']","""tiɲɛtɛ"" is to ""min_bɛ_ɲɔgɔn_sɔsɔ"" as ""nafaman"" is to "
172,BM,mɔgɔfaga,fagali,farakurun,['gabakurun'],"""mɔgɔfaga"" is to ""fagali"" as ""farakurun"" is to "
173,BM,wokabilɛri,daɲɛgafe,furumuso,"['jɛɲɔgɔn', 'tɔɲɔgɔn', 'tɔkelen']","""wokabilɛri"" is to ""daɲɛgafe"" as ""furumuso"" is to "
174,BM,nafaman,hakilinata-jɔ-cogow,tiɲɛtɛ,"['hakɛ', 'min_bɛ_ɲɔgɔn_sɔsɔ', 'min_tɛ_tiɲɛ_ye', 'min_tɛ_mankan_bɔ', 'tiɲɛ_tɛ', 'galon']","""nafaman"" is to ""hakilinata-jɔ-cogow"" as ""tiɲɛtɛ"" is to "
175,BM,furumuso,tɔkelen,nafaman,"['hakilinata-jɔ-cogow', 'bɛnkansɛbɛnw', 'fisa', 'kɛnɛman']","""furumuso"" is to ""tɔkelen"" as ""nafaman"" is to "
176,BM,telefɔni,selili,nafaman,"['hakilinata-jɔ-cogow', 'bɛnkansɛbɛnw', 'fisa', 'kɛnɛman']","""telefɔni"" is to ""selili"" as ""nafaman"" is to "
177,BM,kura,kɔsa_in_na,tiɲɛtɛ,"['hakɛ', 'min_bɛ_ɲɔgɔn_sɔsɔ', 'min_tɛ_tiɲɛ_ye', 'min_tɛ_mankan_bɔ', 'tiɲɛ_tɛ', 'galon']","""kura"" is to ""kɔsa_in_na"" as ""tiɲɛtɛ"" is to "
178,BM,furumuso,tɔkelen,farakurun,['gabakurun'],"""furumuso"" is to ""tɔkelen"" as ""farakurun"" is to "
179,BM,wokabilɛri,daɲɛgafe,wokabilɛri,"['daɲɛgafe', 'daɲɛgafe_kɔnɔ']","""wokabilɛri"" is to ""daɲɛgafe"" as ""wokabilɛri"" is to "
180,EL,σύζυγος,άλλο_μισό,βράχος,['πέτρα'],"το ""σύζυγος"" είναι προς το ""άλλο_μισό"" ό,τι το ""βράχος"" προς το "
181,EL,ορθολογικός,συνεκτικός,ορθολογικός,"['λογικός', 'συνεκτικός', 'έλλογος', 'συνετός']","το ""ορθολογικός"" είναι προς το ""συνεκτικός"" ό,τι το ""ορθολογικός"" προς το "
182,EL,φόνος,δολοφονία,σύζυγος,"['σύντροφος', 'ταίρι', 'άλλο_μισό']","το ""φόνος"" είναι προς το ""δολοφονία"" ό,τι το ""σύζυγος"" προς το "
183,EL,ομοιογενής,χωρίς_ποικιλία,σύζυγος,"['σύντροφος', 'ταίρι', 'άλλο_μισό']","το ""ομοιογενής"" είναι προς το ""χωρίς_ποικιλία"" ό,τι το ""σύζυγος"" προς το "
184,EL,μνημείο,ηρώο,ορθολογικός,"['λογικός', 'συνεκτικός', 'έλλογος', 'συνετός']","το ""μνημείο"" είναι προς το ""ηρώο"" ό,τι το ""ορθολογικός"" προς το "
185,EL,νέος,πρόσφατος,βράχος,['πέτρα'],"το ""νέος"" είναι προς το ""πρόσφατος"" ό,τι το ""βράχος"" προς το "
186,EL,οργανωμένος,αναδιοργανωμένος,ομοιογενής,"['ομοιόμορφος', 'χωρίς_ποικιλία']","το ""οργανωμένος"" είναι προς το ""αναδιοργανωμένος"" ό,τι το ""ομοιογενής"" προς το "
187,EL,λεξιλόγιο,γλωσσάρι,λεξιλόγιο,"['λεξικό', 'γλωσσάρι']","το ""λεξιλόγιο"" είναι προς το ""γλωσσάρι"" ό,τι το ""λεξιλόγιο"" προς το "
188,EL,λανθασμένος,ακατάλληλος,φόνος,"['δολοφονία', 'φονικό', 'εκτέλεση', 'σκοτωμός']","το ""λανθασμένος"" είναι προς το ""ακατάλληλος"" ό,τι το ""φόνος"" προς το "
189,EL,μνημείο,ηρώο,νέος,"['σύγχρονος', 'πρόσφατος', 'μοντέρνος']","το ""μνημείο"" είναι προς το ""ηρώο"" ό,τι το ""νέος"" προς το "
190,EL,ομοιογενής,χωρίς_ποικιλία,μνημείο,['ηρώο'],"το ""ομοιογενής"" είναι προς το ""χωρίς_ποικιλία"" ό,τι το ""μνημείο"" προς το "
191,EL,λανθασμένος,ακατάλληλος,οργανωμένος,"['τακτοποιημένος', 'διαμορφωμένος', 'εταιρικός', 'ενσωματωμένος', 'αναδιαμορφωμένος', 'αναδιοργανωμένος']","το ""λανθασμένος"" είναι προς το ""ακατάλληλος"" ό,τι το ""οργανωμένος"" προς το "
192,EL,σύζυγος,άλλο_μισό,νέος,"['σύγχρονος', 'πρόσφατος', 'μοντέρνος']","το ""σύζυγος"" είναι προς το ""άλλο_μισό"" ό,τι το ""νέος"" προς το "
193,EL,σύζυγος,άλλο_μισό,σύζυγος,"['σύντροφος', 'ταίρι', 'άλλο_μισό']","το ""σύζυγος"" είναι προς το ""άλλο_μισό"" ό,τι το ""σύζυγος"" προς το "
194,EL,νέος,πρόσφατος,λεξιλόγιο,"['λεξικό', 'γλωσσάρι']","το ""νέος"" είναι προς το ""πρόσφατος"" ό,τι το ""λεξιλόγιο"" προς το "
195,EL,ορθολογικός,λογικός,τηλέφωνο,"['κινητό', 'κινητό_τηλέφωνο', 'έξυπνο_κινητό']","το ""ορθολογικός"" είναι προς το ""λογικός"" ό,τι το ""τηλέφωνο"" προς το "
196,EL,σύζυγος,άλλο_μισό,τηλέφωνο,"['κινητό', 'κινητό_τηλέφωνο', 'έξυπνο_κινητό']","το ""σύζυγος"" είναι προς το ""άλλο_μισό"" ό,τι το ""τηλέφωνο"" προς το "
197,EL,ορθολογικός,έλλογος,μνημείο,['ηρώο'],"το ""ορθολογικός"" είναι προς το ""έλλογος"" ό,τι το ""μνημείο"" προς το "
198,EL,ορθολογικός,συνεκτικός,μνημείο,['ηρώο'],"το ""ορθολογικός"" είναι προς το ""συνεκτικός"" ό,τι το ""μνημείο"" προς το "
199,EL,λεξιλόγιο,γλωσσάρι,λανθασμένος,"['λάθος', 'αντίθετος_με_τα_γεγονότα', 'γεμάτος_λάθη', 'ανακριβής', 'απατηλός', 'ακατάλληλος', 'αναληθής', 'ψευδής']","το ""λεξιλόγιο"" είναι προς το ""γλωσσάρι"" ό,τι το ""λανθασμένος"" προς το "
200,EL,λανθασμένος,αντίθετος_με_τα_γεγονότα,φόνος,"['δολοφονία', 'φονικό', 'εκτέλεση', 'σκοτωμός']","το ""λανθασμένος"" είναι προς το ""αντίθετος_με_τα_γεγονότα"" ό,τι το ""φόνος"" προς το "
201,EL,λανθασμένος,αντίθετος_με_τα_γεγονότα,ορθολογικός,"['λογικός', 'συνεκτικός', 'έλλογος', 'συνετός']","το ""λανθασμένος"" είναι προς το ""αντίθετος_με_τα_γεγονότα"" ό,τι το ""ορθολογικός"" προς το "
202,EL,φόνος,δολοφονία,βράχος,['πέτρα'],"το ""φόνος"" είναι προς το ""δολοφονία"" ό,τι το ""βράχος"" προς το "
203,EL,λεξιλόγιο,λεξικό,σύζυγος,"['σύντροφος', 'ταίρι', 'άλλο_μισό']","το ""λεξιλόγιο"" είναι προς το ""λεξικό"" ό,τι το ""σύζυγος"" προς το "
204,EL,ορθολογικός,λογικός,λανθασμένος,"['λάθος', 'αντίθετος_με_τα_γεγονότα', 'γεμάτος_λάθη', 'ανακριβής', 'απατηλός', 'ακατάλληλος', 'αναληθής', 'ψευδής']","το ""ορθολογικός"" είναι προς το ""λογικός"" ό,τι το ""λανθασμένος"" προς το "
205,EL,σύζυγος,άλλο_μισό,ορθολογικός,"['λογικός', 'συνεκτικός', 'έλλογος', 'συνετός']","το ""σύζυγος"" είναι προς το ""άλλο_μισό"" ό,τι το ""ορθολογικός"" προς το "
206,EL,τηλέφωνο,κινητό,ορθολογικός,"['λογικός', 'συνεκτικός', 'έλλογος', 'συνετός']","το ""τηλέφωνο"" είναι προς το ""κινητό"" ό,τι το ""ορθολογικός"" προς το "
207,EL,νέος,πρόσφατος,λανθασμένος,"['λάθος', 'αντίθετος_με_τα_γεγονότα', 'γεμάτος_λάθη', 'ανακριβής', 'απατηλός', 'ακατάλληλος', 'αναληθής', 'ψευδής']","το ""νέος"" είναι προς το ""πρόσφατος"" ό,τι το ""λανθασμένος"" προς το "
208,EL,σύζυγος,άλλο_μισό,βράχος,['πέτρα'],"το ""σύζυγος"" είναι προς το ""άλλο_μισό"" ό,τι το ""βράχος"" προς το "
209,EL,λεξιλόγιο,λεξικό,λεξιλόγιο,"['λεξικό', 'γλωσσάρι']","το ""λεξιλόγιο"" είναι προς το ""λεξικό"" ό,τι το ""λεξιλόγιο"" προς το "
210,IT,coniuge,metà_migliore,sasso,['pietra'],"""coniuge"" sta a ""metà_migliore"" come ""sasso"" sta a  "
211,IT,razionale,coerente,razionale,"['logico', 'coerente', 'ragionevole', 'sensato']","""razionale"" sta a ""coerente"" come ""razionale"" sta a  "
212,IT,omicidio,uccidere,coniuge,"['partner', 'compagno', 'metà_migliore']","""omicidio"" sta a ""uccidere"" come ""coniuge"" sta a  "
213,IT,omogeneo,invariabile,coniuge,"['partner', 'compagno', 'metà_migliore']","""omogeneo"" sta a ""invariabile"" come ""coniuge"" sta a  "
214,IT,monumento,memoriale,razionale,"['logico', 'coerente', 'ragionevole', 'sensato']","""monumento"" sta a ""memoriale"" come ""razionale"" sta a  "
215,IT,nuovo,recente,sasso,['pietra'],"""nuovo"" sta a ""recente"" come ""sasso"" sta a  "
216,IT,organizzato,riorganizzato,omogeneo,"['uniforme', 'invariabile']","""organizzato"" sta a ""riorganizzato"" come ""omogeneo"" sta a  "
217,IT,vocabolario,glossario,vocabolario,"['lessico', 'dizionario', 'glossario']","""vocabolario"" sta a ""glossario"" come ""vocabolario"" sta a  "
218,IT,sbagliato,malsano,omicidio,"['uccidere', 'esecuzione']","""sbagliato"" sta a ""malsano"" come ""omicidio"" sta a  "
219,IT,monumento,memoriale,nuovo,"['moderno', 'recente']","""monumento"" sta a ""memoriale"" come ""nuovo"" sta a  "
220,IT,omogeneo,invariabile,monumento,['memoriale'],"""omogeneo"" sta a ""invariabile"" come ""monumento"" sta a  "
221,IT,sbagliato,malsano,organizzato,"['programmato', 'configurato', 'aziendale', 'costituito', 'riformato', 'riorganizzato']","""sbagliato"" sta a ""malsano"" come ""organizzato"" sta a  "
222,IT,coniuge,metà_migliore,nuovo,"['moderno', 'recente']","""coniuge"" sta a ""metà_migliore"" come ""nuovo"" sta a  "
223,IT,coniuge,metà_migliore,coniuge,"['partner', 'compagno', 'metà_migliore']","""coniuge"" sta a ""metà_migliore"" come ""coniuge"" sta a  "
224,IT,nuovo,recente,vocabolario,"['lessico', 'dizionario', 'glossario']","""nuovo"" sta a ""recente"" come ""vocabolario"" sta a  "
225,IT,razionale,logico,telefono,"['cellulare', 'telefono_cellulare', 'smartphone']","""razionale"" sta a ""logico"" come ""telefono"" sta a  "
226,IT,coniuge,metà_migliore,telefono,"['cellulare', 'telefono_cellulare', 'smartphone']","""coniuge"" sta a ""metà_migliore"" come ""telefono"" sta a  "
227,IT,razionale,ragionevole,monumento,['memoriale'],"""razionale"" sta a ""ragionevole"" come ""monumento"" sta a  "
228,IT,razionale,coerente,monumento,['memoriale'],"""razionale"" sta a ""coerente"" come ""monumento"" sta a  "
229,IT,vocabolario,glossario,sbagliato,"['controfattuale', 'errato', 'inaccurato', 'apparente', 'malsano', 'falso', '?']","""vocabolario"" sta a ""glossario"" come ""sbagliato"" sta a  "
230,IT,sbagliato,controfattuale,omicidio,"['uccidere', 'esecuzione']","""sbagliato"" sta a ""controfattuale"" come ""omicidio"" sta a  "
231,IT,sbagliato,controfattuale,razionale,"['logico', 'coerente', 'ragionevole', 'sensato']","""sbagliato"" sta a ""controfattuale"" come ""razionale"" sta a  "
232,IT,omicidio,uccidere,sasso,['pietra'],"""omicidio"" sta a ""uccidere"" come ""sasso"" sta a  "
233,IT,vocabolario,lessico,coniuge,"['partner', 'compagno', 'metà_migliore']","""vocabolario"" sta a ""lessico"" come ""coniuge"" sta a  "
234,IT,razionale,logico,sbagliato,"['controfattuale', 'errato', 'inaccurato', 'apparente', 'malsano', 'falso', '?']","""razionale"" sta a ""logico"" come ""sbagliato"" sta a  "
235,IT,coniuge,metà_migliore,razionale,"['logico', 'coerente', 'ragionevole', 'sensato']","""coniuge"" sta a ""metà_migliore"" come ""razionale"" sta a  "
236,IT,telefono,cellulare,razionale,"['logico', 'coerente', 'ragionevole', 'sensato']","""telefono"" sta a ""cellulare"" come ""razionale"" sta a  "
237,IT,nuovo,recente,sbagliato,"['controfattuale', 'errato', 'inaccurato', 'apparente', 'malsano', 'falso', '?']","""nuovo"" sta a ""recente"" come ""sbagliato"" sta a  "
238,IT,coniuge,metà_migliore,sasso,['pietra'],"""coniuge"" sta a ""metà_migliore"" come ""sasso"" sta a  "
239,IT,vocabolario,lessico,vocabolario,"['lessico', 'dizionario', 'glossario']","""vocabolario"" sta a ""lessico"" come ""vocabolario"" sta a  "
240,MK,сопружник,подобра_половина,карпа,['камен'],"Односот меѓу зборовите ""сопружник"" и ""подобра_половина"" е еднаков со односот меѓу зборовите ""карпа"" и "
241,MK,разумен,кохерентен,разумен,"['логичен', 'кохерентен', 'разборит', 'пресметлив']","Односот меѓу зборовите ""разумен"" и ""кохерентен"" е еднаков со односот меѓу зборовите ""разумен"" и "
242,MK,убиство,увивање,сопружник,"['партнер', 'другар', 'подобра_половина']","Односот меѓу зборовите ""убиство"" и ""увивање"" е еднаков со односот меѓу зборовите ""сопружник"" и "
243,MK,хомоген,непроменлив,сопружник,"['партнер', 'другар', 'подобра_половина']","Односот меѓу зборовите ""хомоген"" и ""непроменлив"" е еднаков со односот меѓу зборовите ""сопружник"" и "
244,MK,споменик,меморијал,разумен,"['логичен', 'кохерентен', 'разборит', 'пресметлив']","Односот меѓу зборовите ""споменик"" и ""меморијал"" е еднаков со односот меѓу зборовите ""разумен"" и "
245,MK,нов,неодамнешен,карпа,['камен'],"Односот меѓу зборовите ""нов"" и ""неодамнешен"" е еднаков со односот меѓу зборовите ""карпа"" и "
246,MK,организиран,реорганиизран,хомоген,"['едниличен', 'непроменлив']","Односот меѓу зборовите ""организиран"" и ""реорганиизран"" е еднаков со односот меѓу зборовите ""хомоген"" и "
247,MK,речник,глосар,речник,"['лексикон', 'зборник', 'поимник', 'глосар']","Односот меѓу зборовите ""речник"" и ""глосар"" е еднаков со односот меѓу зборовите ""речник"" и "
248,MK,неисправен,неоснован,убиство,"['увивање', 'погуба, егзекуција']","Односот меѓу зборовите ""неисправен"" и ""неоснован"" е еднаков со односот меѓу зборовите ""убиство"" и "
249,MK,споменик,меморијал,нов,"['модерен', 'неодамнешен']","Односот меѓу зборовите ""споменик"" и ""меморијал"" е еднаков со односот меѓу зборовите ""нов"" и "
250,MK,хомоген,непроменлив,споменик,['меморијал'],"Односот меѓу зборовите ""хомоген"" и ""непроменлив"" е еднаков со односот меѓу зборовите ""споменик"" и "
251,MK,неисправен,неоснован,организиран,"['аранжиран', 'уреден', 'корпоративен', 'вклучен', 'реформиран', 'реорганиизран', 'преуреден']","Односот меѓу зборовите ""неисправен"" и ""неоснован"" е еднаков со односот меѓу зборовите ""организиран"" и "
252,MK,сопружник,подобра_половина,нов,"['модерен', 'неодамнешен']","Односот меѓу зборовите ""сопружник"" и ""подобра_половина"" е еднаков со односот меѓу зборовите ""нов"" и "
253,MK,сопружник,подобра_половина,сопружник,"['партнер', 'другар', 'подобра_половина']","Односот меѓу зборовите ""сопружник"" и ""подобра_половина"" е еднаков со односот меѓу зборовите ""сопружник"" и "
254,MK,нов,неодамнешен,речник,"['лексикон', 'зборник', 'поимник', 'глосар']","Односот меѓу зборовите ""нов"" и ""неодамнешен"" е еднаков со односот меѓу зборовите ""речник"" и "
255,MK,разумен,логичен,телефон,"['мобилен', 'мобилен_телефон', 'паметен_телефон']","Односот меѓу зборовите ""разумен"" и ""логичен"" е еднаков со односот меѓу зборовите ""телефон"" и "
256,MK,сопружник,подобра_половина,телефон,"['мобилен', 'мобилен_телефон', 'паметен_телефон']","Односот меѓу зборовите ""сопружник"" и ""подобра_половина"" е еднаков со односот меѓу зборовите ""телефон"" и "
257,MK,разумен,разборит,споменик,['меморијал'],"Односот меѓу зборовите ""разумен"" и ""разборит"" е еднаков со односот меѓу зборовите ""споменик"" и "
258,MK,разумен,кохерентен,споменик,['меморијал'],"Односот меѓу зборовите ""разумен"" и ""кохерентен"" е еднаков со односот меѓу зборовите ""споменик"" и "
259,MK,речник,глосар,неисправен,"['погрешен', 'противречен', 'грешен', 'непрецизен', 'неоснован', 'невистинит', 'лага']","Односот меѓу зборовите ""речник"" и ""глосар"" е еднаков со односот меѓу зборовите ""неисправен"" и "
260,MK,неисправен,противречен,убиство,"['увивање', 'погуба, егзекуција']","Односот меѓу зборовите ""неисправен"" и ""противречен"" е еднаков со односот меѓу зборовите ""убиство"" и "
261,MK,неисправен,противречен,разумен,"['логичен', 'кохерентен', 'разборит', 'пресметлив']","Односот меѓу зборовите ""неисправен"" и ""противречен"" е еднаков со односот меѓу зборовите ""разумен"" и "
262,MK,убиство,увивање,карпа,['камен'],"Односот меѓу зборовите ""убиство"" и ""увивање"" е еднаков со односот меѓу зборовите ""карпа"" и "
263,MK,речник,лексикон,сопружник,"['партнер', 'другар', 'подобра_половина']","Односот меѓу зборовите ""речник"" и ""лексикон"" е еднаков со односот меѓу зборовите ""сопружник"" и "
264,MK,разумен,логичен,неисправен,"['погрешен', 'противречен', 'грешен', 'непрецизен', 'неоснован', 'невистинит', 'лага']","Односот меѓу зборовите ""разумен"" и ""логичен"" е еднаков со односот меѓу зборовите ""неисправен"" и "
265,MK,сопружник,подобра_половина,разумен,"['логичен', 'кохерентен', 'разборит', 'пресметлив']","Односот меѓу зборовите ""сопружник"" и ""подобра_половина"" е еднаков со односот меѓу зборовите ""разумен"" и "
266,MK,телефон,мобилен,разумен,"['логичен', 'кохерентен', 'разборит', 'пресметлив']","Односот меѓу зборовите ""телефон"" и ""мобилен"" е еднаков со односот меѓу зборовите ""разумен"" и "
267,MK,нов,неодамнешен,неисправен,"['погрешен', 'противречен', 'грешен', 'непрецизен', 'неоснован', 'невистинит', 'лага']","Односот меѓу зборовите ""нов"" и ""неодамнешен"" е еднаков со односот меѓу зборовите ""неисправен"" и "
268,MK,сопружник,подобра_половина,карпа,['камен'],"Односот меѓу зборовите ""сопружник"" и ""подобра_половина"" е еднаков со односот меѓу зборовите ""карпа"" и "
269,MK,речник,лексикон,речник,"['лексикон', 'зборник', 'поимник', 'глосар']","Односот меѓу зборовите ""речник"" и ""лексикон"" е еднаков со односот меѓу зборовите ""речник"" и "
270,RO,consoartă,jumătate_mai_bună,stâncă,['piatră'],"""consoartă"" este pentru ""jumătate_mai_bună"" cum ""stâncă"" este pentru "
271,RO,rațional,coerent,rațional,"['logic', 'coerent', 'rezonabil', 'citov']","""rațional"" este pentru ""coerent"" cum ""rațional"" este pentru "
272,RO,crimă,uciderea,consoartă,"['partener', 'pereche', 'jumătate_mai_bună']","""crimă"" este pentru ""uciderea"" cum ""consoartă"" este pentru "
273,RO,omogen,nevariabil,consoartă,"['partener', 'pereche', 'jumătate_mai_bună']","""omogen"" este pentru ""nevariabil"" cum ""consoartă"" este pentru "
274,RO,monument,memorial,rațional,"['logic', 'coerent', 'rezonabil', 'citov']","""monument"" este pentru ""memorial"" cum ""rațional"" este pentru "
275,RO,nou,recent,stâncă,['piatră'],"""nou"" este pentru ""recent"" cum ""stâncă"" este pentru "
276,RO,organizat,reorganizat,omogen,"['uniformă', 'nevariabil']","""organizat"" este pentru ""reorganizat"" cum ""omogen"" este pentru "
277,RO,vocabular,glosar,vocabular,"['lexicon', 'carte_de_cuvinte', 'dicționar', 'glosar']","""vocabular"" este pentru ""glosar"" cum ""vocabular"" este pentru "
278,RO,incorect,nesănătos,crimă,"['uciderea', 'ucide', 'execuție']","""incorect"" este pentru ""nesănătos"" cum ""crimă"" este pentru "
279,RO,monument,memorial,nou,"['modern', 'recent']","""monument"" este pentru ""memorial"" cum ""nou"" este pentru "
280,RO,omogen,nevariabil,monument,['memorial'],"""omogen"" este pentru ""nevariabil"" cum ""monument"" este pentru "
281,RO,incorect,nesănătos,organizat,"['amenajat', 'configurat', 'corporative', 'încorporate', 'reformat', 'reorganizat']","""incorect"" este pentru ""nesănătos"" cum ""organizat"" este pentru "
282,RO,consoartă,jumătate_mai_bună,nou,"['modern', 'recent']","""consoartă"" este pentru ""jumătate_mai_bună"" cum ""nou"" este pentru "
283,RO,consoartă,jumătate_mai_bună,consoartă,"['partener', 'pereche', 'jumătate_mai_bună']","""consoartă"" este pentru ""jumătate_mai_bună"" cum ""consoartă"" este pentru "
284,RO,nou,recent,vocabular,"['lexicon', 'carte_de_cuvinte', 'dicționar', 'glosar']","""nou"" este pentru ""recent"" cum ""vocabular"" este pentru "
285,RO,rațional,logic,telefon,"['telefon_mobil', 'telefon_celular', 'telefon_inteligent']","""rațional"" este pentru ""logic"" cum ""telefon"" este pentru "
286,RO,consoartă,jumătate_mai_bună,telefon,"['telefon_mobil', 'telefon_celular', 'telefon_inteligent']","""consoartă"" este pentru ""jumătate_mai_bună"" cum ""telefon"" este pentru "
287,RO,rațional,rezonabil,monument,['memorial'],"""rațional"" este pentru ""rezonabil"" cum ""monument"" este pentru "
288,RO,rațional,coerent,monument,['memorial'],"""rațional"" este pentru ""coerent"" cum ""monument"" este pentru "
289,RO,vocabular,glosar,incorect,"['greșit', 'contrafactual', 'eronat', 'inexacte', 'înșelător', 'nesănătos', 'neadevărat', 'fals']","""vocabular"" este pentru ""glosar"" cum ""incorect"" este pentru "
290,RO,incorect,contrafactual,crimă,"['uciderea', 'ucide', 'execuție']","""incorect"" este pentru ""contrafactual"" cum ""crimă"" este pentru "
291,RO,incorect,contrafactual,rațional,"['logic', 'coerent', 'rezonabil', 'citov']","""incorect"" este pentru ""contrafactual"" cum ""rațional"" este pentru "
292,RO,crimă,uciderea,stâncă,['piatră'],"""crimă"" este pentru ""uciderea"" cum ""stâncă"" este pentru "
293,RO,vocabular,lexicon,consoartă,"['partener', 'pereche', 'jumătate_mai_bună']","""vocabular"" este pentru ""lexicon"" cum ""consoartă"" este pentru "
294,RO,rațional,logic,incorect,"['greșit', 'contrafactual', 'eronat', 'inexacte', 'înșelător', 'nesănătos', 'neadevărat', 'fals']","""rațional"" este pentru ""logic"" cum ""incorect"" este pentru "
295,RO,consoartă,jumătate_mai_bună,rațional,"['logic', 'coerent', 'rezonabil', 'citov']","""consoartă"" este pentru ""jumătate_mai_bună"" cum ""rațional"" este pentru "
296,RO,telefon,telefon_mobil,rațional,"['logic', 'coerent', 'rezonabil', 'citov']","""telefon"" este pentru ""telefon_mobil"" cum ""rațional"" este pentru "
297,RO,nou,recent,incorect,"['greșit', 'contrafactual', 'eronat', 'inexacte', 'înșelător', 'nesănătos', 'neadevărat', 'fals']","""nou"" este pentru ""recent"" cum ""incorect"" este pentru "
298,RO,consoartă,jumătate_mai_bună,stâncă,['piatră'],"""consoartă"" este pentru ""jumătate_mai_bună"" cum ""stâncă"" este pentru "
299,RO,vocabular,lexicon,vocabular,"['lexicon', 'carte_de_cuvinte', 'dicționar', 'glosar']","""vocabular"" este pentru ""lexicon"" cum ""vocabular"" este pentru "
300,PT,esposa,cara_metade,rocha,"['pedra', 'calhau']","""esposa"" está para ""cara_metade"" assim como ""rocha"" está para "
301,PT,racional,coerente,racional,"['lógico', 'coerente', 'razoável', 'sensato', 'justo']","""racional"" está para ""coerente"" assim como ""racional"" está para "
302,PT,assassínio,matança,esposa,"['parceira', 'companheira', 'cara_metade', 'cônjuge']","""assassínio"" está para ""matança"" assim como ""esposa"" está para "
303,PT,homogéneo,invariável,esposa,"['parceira', 'companheira', 'cara_metade', 'cônjuge']","""homogéneo"" está para ""invariável"" assim como ""esposa"" está para "
304,PT,monumento,memorial,racional,"['lógico', 'coerente', 'razoável', 'sensato', 'justo']","""monumento"" está para ""memorial"" assim como ""racional"" está para "
305,PT,novo,recente,rocha,"['pedra', 'calhau']","""novo"" está para ""recente"" assim como ""rocha"" está para "
306,PT,organizado,reorganizado,homogéneo,"['uniforme', 'invariável', 'constante']","""organizado"" está para ""reorganizado"" assim como ""homogéneo"" está para "
307,PT,vocabulário,glossário,vocabulário,"['léxico', 'dicionário', 'glossário']","""vocabulário"" está para ""glossário"" assim como ""vocabulário"" está para "
308,PT,incorreto,infundado,assassínio,"['matança', 'matar', 'execução', 'homicídio']","""incorreto"" está para ""infundado"" assim como ""assassínio"" está para "
309,PT,monumento,memorial,novo,"['moderno', 'recente', 'atual']","""monumento"" está para ""memorial"" assim como ""novo"" está para "
310,PT,homogéneo,invariável,monumento,['memorial'],"""homogéneo"" está para ""invariável"" assim como ""monumento"" está para "
311,PT,incorreto,infundado,organizado,"['arranjado', 'configurado', 'corporativo', 'incorporado', 'reformado', 'reorganizado', 'ordenado']","""incorreto"" está para ""infundado"" assim como ""organizado"" está para "
312,PT,esposa,cara_metade,novo,"['moderno', 'recente', 'atual']","""esposa"" está para ""cara_metade"" assim como ""novo"" está para "
