,Language,a,b,c,d,prompts
47,SL,začimba,piment,začimba,"['poper', 'piment', 'ajwain', 'kumina', 'kardamom', 'kasia', 'kajen', 'semena_zelene', 'čili', 'cimet', 'nageljnova_žbica', 'koriander', 'koper', 'koromač', 'triplat', 'kadilo', 'galangal', 'česenj', 'ingver', 'hren', 'jalapeno', 'brin', 'sladič', 'muškatni_cvet', 'gorčica', 'muškatni_orešček', 'ebula', 'paprika', 'poprova_zrna', 'žafran', 'šetraj', 'sezam', 'janež', 'ruj', 'tabasko', 'tamarind', 'kurkuma', 'prah_petih_začimb', 'ingver_v_prahu', 'kitajski_janež', 'zvezdasti_janež']","Beseda ""začimba"" je besedi ""piment"" enako, kot je beseda ""začimba"" besedi "
48,SL,posoda,posoda_z_okroglim_dnom,sladica,"['torta', 'ambrozija', 'pečena_Aljaska', 'šarlota', 'kompot', 'sadni_kompot', 'cmok', 'sadna_pita', 'zamrznjen_jogurt', 'krema', 'plesen', 'mus', 'torta_Pavlova', 'breskvina_melba', 'puding', 'silabub', 'tiramisu', 'vinski_šodo', 'sabajona', 'šarlota_po_rusko', 'jabolčni_cmok', 'zamrznjena_krema', 'mehak_sladoled', 'zamrznjen_puding', 'sladoledna_torta', 'ledena_torta', 'sladoledni_kornet', 'točen_sladoled', 'točeno', 'led', 'frape', 'sladoled', 'ledena_lizika', 'lizika', 'lučka', 'ledeno_mleko', 'šerbert', 'kepica', 'split', 'čokoladni_mus', 'rjava_Betty', 'čokoladni_puding', 'testo', 'slivovo_testo', 'češnja', 'češnjev_puding', 'grahov_puding', 'puding_iz_sliv', 'božični_puding', 'rolada', 'puding_z_rolado', 'puding_kuhan_v_pari', 'sladkorni_puding', 'tapiokin_puding', 'vanilijin_puding', 'stepen_puding', 'led_iz_vode', 'sorbet', 'čokoladni_sladoled', 'napolitanka_sladoled', 'hruškov_sladoled', 'jagodni_sladoled', 'tuti_fruti', 'vanilijin_sladoled', 'banana_split', 'šeri_tortica', 'spotted_dick']","Beseda ""posoda"" je besedi ""posoda_z_okroglim_dnom"" enako, kot je beseda ""sladica"" besedi "
49,SL,cerkev,katedrala,čustvo,"['jeza', 'koler', 'tesnoba', 'pogojni_čustven_odziv', 'pogojena_čustva', 'čustveno_stanje', 'duh', 'strah', 'prestrašenost', 'spoštovanje', 'strahospoštovanje', 'čaščenje', 'sovraštvo', 'sovraženje', 'sreča', 'veselje', 'ljubezen', 'sitnost', 'razdražen', 'razdraženost', 'slaba_volja', 'bes', 'norost', 'ogorčenje', 'zgorženost', 'razbesnitev', 'užaljenost', 'zamera', 'tesnobnost', 'nemir', 'skrb', 'oskrba', 'nelagodje', 'nezbranost', 'zaskrbljenost', 'vznemirjenost', 'ostrost', 'nelagodnost', 'nemirnost', 'negotovost', 'živčnost', 'poskočnost', 'brezobzirnost', 'pomisleki', 'pomislek', 'ugrezanje', 'občutek_ugrezanja', 'težave', 'ekstatičnost', 'navdušenje', 'vzvišenost', 'zadrega', 'zadovoljstvo', 'nesreča', 'vznemirjenje', 'zgroženost', 'osuplost', 'kurja_polt', 'drhtenje', 'mrzlica', 'degetanje', 'tresenje', 'mravlinčenje', 'groza', 'histerija', 'zastraševanje', 'panika', 'prestrašiti', 'panični_napad', 'trema', 'plahost', 'plašnost', 'gnusoba', 'gnusovanje', 'kletje', 'prezir', 'osovražen', 'prezrtje', 'zaničevanje', 'sovražnost', 'zlohotno', 'zlobnost', 'malignost', 'mizantropija', 'mizogamija', 'preziranje_žensk', 'strah_pred_spremembo', 'sovraštvo_otrok', 'morilstvo', 'dobra_volja', 'lahkotnost', 'bujnost', 'zmagoslavje', 'UPLICATE_veselje', 'agape', 'agape_ljubezen', 'zaljubljenost', 'gorečnost', 'dobrohotnost', 'predanost', 'sinovska_ljubezen', 'srčne_strune', 'ljubeznivost', 'skrben', 'zvestoba', 'pasja_ljubezen', 'telečja_ljubezen', 'simpatija', 'občudovanje', 'razburljenje', 'nezadovoljstvo', 'frustracija', 'nadlegovanje', 'mučenje', 'temperament', 'draženje', 'ihta', 'scena', 'razdražljivost', 'slabi_živci', 'vranica', 'hitro_razdražljiv', 'živahnost', 'neprijetnost', 'udobje', 'kakovost_življenja', 'blagor', 'blaženost', 'sijaj', 'zagrenjenost', 'žalost', 'poln_žalosti', 'slutnja', 'mrak', 'mračnost', 'napetost', 'zelo_razburjen', 'prestrašen', 'nezaupljivost', 'dvom_vase', 'samouničujoč', 'sramežljivost', 'agresija', 'agresivnost', 'neprijaznost', 'slabi_odnosi', 'antagonizem', 'bojevitost', 'nevoščljivost', 'grenkoba', 'zlonamernost', 'zamerljivost', 'strup', 'maščevalnost', 'evforija', 'bum', 'vodstven', 'hiteč', 'rdečica', 'brca', 'zastrupljen', 'žgečkljivost', 'dobrotljivost', 'toplosrčnost', 'toplina', 'nirvana', 'razsvetljenost', 'žalovanje', 'pretresen', 'oster', 'napovedan', 'senčen', 'oklevajoč', 'nesorazmeren', 'bojevit', 'zavist', 'zavisten', 'dosegljiv', 'žalujoč', 'srce_parajoč', 'čemernost', 'pohlep', 'ljubosumje', 'zelenooka_pošast', 'moška_zavist']","Beseda ""cerkev"" je besedi ""katedrala"" enako, kot je beseda ""čustvo"" besedi "
50,SL,blazina,zrak,kuhinjska_posoda,"['lonec', 'kapalka', 'šefing', 'jed', 'kuhalnik', 'prt', 'pladenj', 'emajlirana_posoda', 'mreža', 'rešetka', 'cedilo', 'ponev', 'poširnik', 'lopatka_z_luknjami', 'soparnik', 'lopatka']","Beseda ""blazina"" je besedi ""zrak"" enako, kot je beseda ""kuhinjska_posoda"" besedi "
51,SL,vsebnik,lonec,računalnik,"['prenostnik', 'namizni_računalnik', 'tablični_računalnik', 'pametni_telefon', 'super_računalnik', 'iphone', 'ipad']","Beseda ""vsebnik"" je besedi ""lonec"" enako, kot je beseda ""računalnik"" besedi "
52,SL,boben,bongo,avtomobil,"['limuzina', 'kabriolet', 'rešilec', 'poletni_avto', 'voziček', 'karavan', 'avtobus', 'odpisan_avto', 'odpadni_avto', 'kompaktni_avto', 'kupe', 'terenski_avtomobil', 'policijski_avto', 'policijski_avtomobil', 'električni_avto', 'avto_s_trdo_streho', 'avto_z_dvižnimi_vrati_zadaj', 'hot-rod', 'džip', 'landrover', 'začasni_avto', 'mikroavto', 'enoprostorec', 'model_avtomobila', 'varnostni_avto', 'dirkaški_avto', 'dirkalni_avto', 'dirkajoči_avto', 'športni_kabriolet', 'dvosed', 'športni_avto', 'športni_terenec', 'parni_avtomobil', 'predelan_avtomobil', 'majhen_avto', 'odprt_avto', 'rabljen_avto']","Beseda ""boben"" je besedi ""bongo"" enako, kot je beseda ""avtomobil"" besedi "
53,SL,avtomobil,začasni_avto,postelja,"['pograd', 'vgradnja_postelja', 'posteljica', 'kamp_postelja', 'zofa', 'smrtna_postelja', 'dvojna_postelja', 'postelja_z_baldahinom', 'viseča_mreža', 'vreča', 'zakonska_postelja', 'zložljiva_postelja', 'platformna_postelja', 'bolniška_postelja', 'enojna_postelja', 'raztegljiva_postelja', 'pomožna_postelja', 'vodna_postelja', 'pol_zakonska_postelja']","Beseda ""avtomobil"" je besedi ""začasni_avto"" enako, kot je beseda ""postelja"" besedi "
54,SL,sedež,stol,sladkarija,"['lizika', 'čokoladna_ploščica', 'trd_bonbon', 'sladkarija_z_vinjakom', 'pleskavica', 'bonbon', 'toffee', 'toffy', 'sladkorna_palica', 'koruzni_bonbon', 'karamela', 'sladkorna_pena', 'dražeje', 'glazura', 'mint', 'bonbon_mint', 'metin_bonbon', 'žele_bonbon', 'žele_jajce', 'sladki_koren', 'life_saver', 'velikanska_lizika', 'bonbon_za_grlo', 'penica', 'marcipan', 'nugat', 'nugat_ploščica', 'ploščica_z_oreščki', 'arašidova_ploščica', 'kroglica_iz_pokovke', 'pralineje', 'sladkorček', 'sladkorna_sliva', 'žvečljivi_bonbon', 'čokoladna_kroglica', 'lokum', 'velikonočno_jajce']","Beseda ""sedež"" je besedi ""stol"" enako, kot je beseda ""sladkarija"" besedi "
55,SL,čustvo,razburljenje,nakit,"['zapestnica', 'kroglica', 'bijou', 'blesk', 'blesk_blesk', 'sponka', 'manšeta', 'uhan', 'dragulj', 'dragi_kamen', 'ogrlica', 'bucika', 'prstan', 'trak', 'sponka_za_kravato', 'zapestnica_okoli_gležnja', 'armilarna_krogla', 'obesek_uhan', 'spuščen_uhan', 'ušesna_kapljica', 'kronin_dragulj', 'diamant', 'smaragd', 'biser', 'rubin', 'safir', 'pasjansa', 'veriga', 'vrvica', 'pramen', 'čoker', 'ovratnik', 'pasja_ovratnica', 'pas_za_vrat', 'broška', 'broš', 'prsna_igla', 'razpršena_igla', 'igla_za_kravato', 'kravatna_igla', 'igla_za_šal', 'obroček', 'zaročni_prstan', 'žalovalni_prstan', 'pečatni_prstan', 'poročni_prstan', 'poročni_trak', 'led', 'iskrica', 'semenski_biser', 'sončni_udar']","Beseda ""čustvo"" je besedi ""razburljenje"" enako, kot je beseda ""nakit"" besedi "
56,SL,čoln,motorna_ladja,čustvo,"['jeza', 'koler', 'tesnoba', 'pogojni_čustven_odziv', 'pogojena_čustva', 'čustveno_stanje', 'duh', 'strah', 'prestrašenost', 'spoštovanje', 'strahospoštovanje', 'čaščenje', 'sovraštvo', 'sovraženje', 'sreča', 'veselje', 'ljubezen', 'sitnost', 'razdražen', 'razdraženost', 'slaba_volja', 'bes', 'norost', 'ogorčenje', 'zgorženost', 'razbesnitev', 'užaljenost', 'zamera', 'tesnobnost', 'nemir', 'skrb', 'oskrba', 'nelagodje', 'nezbranost', 'zaskrbljenost', 'vznemirjenost', 'ostrost', 'nelagodnost', 'nemirnost', 'negotovost', 'živčnost', 'poskočnost', 'brezobzirnost', 'pomisleki', 'pomislek', 'ugrezanje', 'občutek_ugrezanja', 'težave', 'ekstatičnost', 'navdušenje', 'vzvišenost', 'zadrega', 'zadovoljstvo', 'nesreča', 'vznemirjenje', 'zgroženost', 'osuplost', 'kurja_polt', 'drhtenje', 'mrzlica', 'degetanje', 'tresenje', 'mravlinčenje', 'groza', 'histerija', 'zastraševanje', 'panika', 'prestrašiti', 'panični_napad', 'trema', 'plahost', 'plašnost', 'gnusoba', 'gnusovanje', 'kletje', 'prezir', 'osovražen', 'prezrtje', 'zaničevanje', 'sovražnost', 'zlohotno', 'zlobnost', 'malignost', 'mizantropija', 'mizogamija', 'preziranje_žensk', 'strah_pred_spremembo', 'sovraštvo_otrok', 'morilstvo', 'dobra_volja', 'lahkotnost', 'bujnost', 'zmagoslavje', 'UPLICATE_veselje', 'agape', 'agape_ljubezen', 'zaljubljenost', 'gorečnost', 'dobrohotnost', 'predanost', 'sinovska_ljubezen', 'srčne_strune', 'ljubeznivost', 'skrben', 'zvestoba', 'pasja_ljubezen', 'telečja_ljubezen', 'simpatija', 'občudovanje', 'razburljenje', 'nezadovoljstvo', 'frustracija', 'nadlegovanje', 'mučenje', 'temperament', 'draženje', 'ihta', 'scena', 'razdražljivost', 'slabi_živci', 'vranica', 'hitro_razdražljiv', 'živahnost', 'neprijetnost', 'udobje', 'kakovost_življenja', 'blagor', 'blaženost', 'sijaj', 'zagrenjenost', 'žalost', 'poln_žalosti', 'slutnja', 'mrak', 'mračnost', 'napetost', 'zelo_razburjen', 'prestrašen', 'nezaupljivost', 'dvom_vase', 'samouničujoč', 'sramežljivost', 'agresija', 'agresivnost', 'neprijaznost', 'slabi_odnosi', 'antagonizem', 'bojevitost', 'nevoščljivost', 'grenkoba', 'zlonamernost', 'zamerljivost', 'strup', 'maščevalnost', 'evforija', 'bum', 'vodstven', 'hiteč', 'rdečica', 'brca', 'zastrupljen', 'žgečkljivost', 'dobrotljivost', 'toplosrčnost', 'toplina', 'nirvana', 'razsvetljenost', 'žalovanje', 'pretresen', 'oster', 'napovedan', 'senčen', 'oklevajoč', 'nesorazmeren', 'bojevit', 'zavist', 'zavisten', 'dosegljiv', 'žalujoč', 'srce_parajoč', 'čemernost', 'pohlep', 'ljubosumje', 'zelenooka_pošast', 'moška_zavist']","Beseda ""čoln"" je besedi ""motorna_ladja"" enako, kot je beseda ""čustvo"" besedi "
57,SL,igrača,hula-hoop_obroč,igrača,"['lutka', 'oga', 'balon', 'jezdec', 'punčka', 'hišica_za_punčke', 'hiša', 'frizbi', 'hobi', 'konjiček', 'zibalnik', 'gugalni_konj', 'hula-hoop_obroč', 'jakec_v_škatli', 'vrtno_igralo', 'otroško_igralo', 'cepetavček', 'kaleidoskop', 'zmaj', 'lego', 'meccano', 'igrača_za_streljanje', 'pinjata', 'vetrnica', 'igralna_hiša', 'igrala', 'pogo_palica', 'pokalica', 'ropotulja', 'peskovnik', 'pesek', 'nihalna_gugalnica', 'previsna_gugalnica', 'plošča_za_igranje', 'zibalček', 'deska', 'viseča_igrača', 'tobogan', 'igrišče', 'drča', 'frača', 'katapult', 'gugalnica', 'medvedek', 'vrh', 'vrtavka', 'vlakec', 'vodna_pištola', 'pištola', 'yo-yo']","Beseda ""igrača"" je besedi ""hula-hoop_obroč"" enako, kot je beseda ""igrača"" besedi "
58,SL,torba,nosilna_vrečka,krtača,"['zobna_ščetka', 'ščetka_za_steklenico', 'ščetina', 'krtača_za_oblačila', 'krtača_za_lase', 'čopič_za_nohte', 'čopič', 'krtača_za_čiščenje', 'čopič_za_britje']","Beseda ""torba"" je besedi ""nosilna_vrečka"" enako, kot je beseda ""krtača"" besedi "
59,SL,sladkarija,lizika,postelja,"['pograd', 'vgradnja_postelja', 'posteljica', 'kamp_postelja', 'zofa', 'smrtna_postelja', 'dvojna_postelja', 'postelja_z_baldahinom', 'viseča_mreža', 'vreča', 'zakonska_postelja', 'zložljiva_postelja', 'platformna_postelja', 'bolniška_postelja', 'enojna_postelja', 'raztegljiva_postelja', 'pomožna_postelja', 'vodna_postelja', 'pol_zakonska_postelja']","Beseda ""sladkarija"" je besedi ""lizika"" enako, kot je beseda ""postelja"" besedi "
60,SK,auto,autobus,vak,"['puzdro', 'batoh', 'plecniak', 'ruksak', 'sedací_vak', 'mechúr', 'brašna', 'brašňa', 'taška', 'zaťahovacie_vrecko', 'vrecúško_do_vysávača', 'vrecko_do_vysávača', 'obálka', 'balón', 'poľovnícky_vak', 'golfový_bag', 'jutové_vrece', 'jutový_vak', 'vrece', 'vrecko_na_ľad', 'poštový_vak', 'poštársky_vak', 'sedlový_vak', 'plastové_vrecúško', 'peňaženka', 'handrové_vrecko', 'nylonové_vrecko', 'taštička', 'vrecko', 'torba', 'papierové_vrecko', 'nákupné_vrecko', 'sedlové_vrece', 'vrece_s_pieskom', 'školská_taška', 'nákupná_taška', 'vrecko_na_vracanie', 'vrecúško_na_vracanie', 'puzdro_na_kožu', 'spací_vak', 'odparovacie_vrecko', 'čajové_vrecúško', 'necesér', 'kozmetická_taštička', 'taška_na_náradie']","Slovo ""auto""  sa má k slovu ""autobus"" ako slovo ""vak"" k slovu "
61,SK,korenie,tamarind,kefa,"['zubná_kefka', 'kefka_na_fľašu', 'štetiny', 'kefa_na_oblečenie', 'kefa_na_vlasy', 'nechtová_kefka', 'maliarska_kefa', 'sobolí_štetec', 'peelingová_kefka', 'kefka_na_tvár', 'čistiaca_kefka', 'kefa_na_holenie']","Slovo ""korenie""  sa má k slovu ""tamarind"" ako slovo ""kefa"" k slovu "
62,SK,šperk,náhrdelník,emócia,"['hnev', 'úzkosť', 'nadšenie', 'strach', 'bojazlivosť', 'ľak', 'bázeň', 'zbožňovanie', 'nenávisť', 'zášť', 'radosť', 'rozradostenosť', 'potešenie', 'láska', 'otrávenosť', 'podráždenie', 'trápenie', 'zlá_nálada', 'dopálenie', 'husia_koža', 'zúrivosť', 'besnenie', 'šialenstvo', 'znechutenie', 'pobúrenie', 'nazúrenie_sa', 'rozzúrenie_sa', 'pohoršenie', 'urážka', 'úzkostlivosť', 'znepokojenie', 'vnútorný_nepokoj', 'starosť', 'starostlivosť', 'nekľud', 'rozpačitosť', 'podráždenosť', 'nepohoda', 'nepokoj', 'neistota', 'nervozita', 'ľakavosť', 'nervóznosť', 'škrupule', 'zábrany', 'pochybnosť', 'zlá_predtucha', 'obava', 'extáza', 'vytrženie', 'unesenie', 'exaltovanosť', 'rozpaky', 'uspokojenie', 'spokojnosť', 'šťastie', 'blaženosť', 'nešťastie', 'vyľakanie', 'zdesenie', 'zlé_tušenie', 'hrôza', 'zimomriavky', 'mráz_po_chrbte', 'chvenie', 'mrazenie', 'trasenie_od_strachu', 'rozklepanie_sa', 'napätie', 'šteklenie', 'horor', 'hystéria', 'vystrašenie', 'panika', 'teror', 'vydesenie', 'postrašenie', 'záchvat_paniky', 'tréma', 'plachosť', 'ostýchavosť', 'ustrašenosť', 'averzia', 'odpor', 'bridenie', 'sprotivenie_sa', 'opovrhnutie', 'pohŕdanie', 'opovrhovanie', 'nepriateľstvo', 'animozita', 'zloba', 'zlomyseľnosť', 'mizantropia', 'mizogamia', 'mizogýnia', 'mizogynizmus', 'misológia', 'mizoneizmus', 'mizopédia', 'vražednosť', 'oduševnenie', 'povznesenie', 'rozjarenosť', 'vzrušenie', 'neviazanosť', 'plesanie', 'jasanie', 'jasot', 'agape', 'agapé', 'zamilovanosť', 'zaľúbenosť', 'zápal', 'zapálenie', 'benevolencia', 'oddanosť', 'vernosť', 'synovská_láska', 'hlboké_city', 'ľúbenie', 'láskyplnosť', 'loajálnosť', 'šteňacia_láska', 'zaľúbenie', 'zaslepenie', 'uctievanie', 'rozčúlenie', 'nespokojnosť', 'frustrácia', 'obťažovanie', 'muky', 'urazenosť', 'záchvat', 'záchvat_zúrivosti', 'scéna', 'záchvat_hnevu', 'prchkosť', 'popudlivosť', 'splín', 'besnosť', 'zlosť', 'komfort', 'oblaženie', 'vyžarovanie', 'rozhorčenie', 'smútok', 'žiaľ', 'užialenosť', 'predtucha', 'tušenie', 'predvídanie', 'skľúčenosť', 'clivota', 'pochmúrnosť', 'tŕpnutie', 'nesmelosť', 'hanblivosť', 'agresia', 'agresivita', 'zlá_krv', 'antagonizmus', 'bojovnosť', 'triedna_nenávisť', 'zahorknutosť', 'roztrpčenie', 'nevraživosť', 'škodlivosť', 'zlý_úmysel', 'zlovôľa', 'truc', 'trucovanie', 'jed', 'pomstychtivosť', 'eufória', 'zhon', 'červenanie', 'opojenie', 'dráždenie', 'triumf', 'dobročinnosť', 'teplo', 'nirvána', 'osvietenie', 'smútenie', 'strata', 'pálčivosť', 'naliehavosť', 'predzvesť', 'váhavosť', 'nerozhodnosť', 'neasertívnosť', 'na_vojnovej_nohe', 'závisť', 'závistlivosť', 'neprajnosť', 'nevybavené_účty', 'mrzutosť', 'nevrlosť', 'chamtivosť', 'žiarlivosť', 'závisť_penisu', 'nevôľa,zádumčivosť,očakávanie,obavy,nedotklivosť,verva,roztopašnosť,úľak,zľaknutie,agresívnosť']","Slovo ""šperk""  sa má k slovu ""náhrdelník"" ako slovo ""emócia"" k slovu "
63,SK,kontajner,lyžička,zbraň,"['luk', 'šíp', 'šípka', 'boxer', 'plameňomet', 'nôž', 'strela', 'píka', 'strelná_zbraň', 'sečná_zbraň', 'prak', 'oštep', 'kopija', 'obušok', 'meč', 'rezná_zbraň', 'tomahawk', 'sekera', 'valaška,palica,budzogáň,kyjak,pištoľ,puška']","Slovo ""kontajner""  sa má k slovu ""lyžička"" ako slovo ""zbraň"" k slovu "
64,SK,kontajner,obálka,kontajner,"['vrece', 'taška', 'kabelka', 'kôš', 'košík', 'odpadkový_kôš', 'misa', 'rúra', 'krabica', 'chlebovka', 'chlebovnica', 'bunker', 'plechovka', 'konzerva', 'kanister', 'kanistra', 'kapsula', 'nákladný_kontajner', 'puzdro', 'reklamný_obal', 'vitrína', 'kazeta', 'šálka', 'bomba', 'tanier', 'dispenzer', 'zásuvka', 'smetiak', 'obálka', 'pohár', 'fľaša', 'listová_obálka', 'válov', 'koryto', 'mierka', 'forma', 'balík', 'balíček', 'panvica', 'vrecko', 'črepník', 'kvetináč', 'čutora', 'kontajner_na_odpadky', 'relikviár', 'soľnička', 'sporiteľnička', 'pokladnička', 'mincovník', 'kasička', 'uhliak', 'nádoba_na_uhlie', 'šejker', 'lyžička', 'náprstok', 'nádoba', 'kontajner_na_papier', 'kôš_na_odpadky', 'šanón', 'skrinka_na_náradie', 'hrant,škatuľa,buzitaška,skúmavka,fľaštička,ploskačka']","Slovo ""kontajner""  sa má k slovu ""obálka"" ako slovo ""kontajner"" k slovu "
65,SK,korenie,muškátový_kvet,kontajner,"['vrece', 'taška', 'kabelka', 'kôš', 'košík', 'odpadkový_kôš', 'misa', 'rúra', 'krabica', 'chlebovka', 'chlebovnica', 'bunker', 'plechovka', 'konzerva', 'kanister', 'kanistra', 'kapsula', 'nákladný_kontajner', 'puzdro', 'reklamný_obal', 'vitrína', 'kazeta', 'šálka', 'bomba', 'tanier', 'dispenzer', 'zásuvka', 'smetiak', 'obálka', 'pohár', 'fľaša', 'listová_obálka', 'válov', 'koryto', 'mierka', 'forma', 'balík', 'balíček', 'panvica', 'vrecko', 'črepník', 'kvetináč', 'čutora', 'kontajner_na_odpadky', 'relikviár', 'soľnička', 'sporiteľnička', 'pokladnička', 'mincovník', 'kasička', 'uhliak', 'nádoba_na_uhlie', 'šejker', 'lyžička', 'náprstok', 'nádoba', 'kontajner_na_papier', 'kôš_na_odpadky', 'šanón', 'skrinka_na_náradie', 'hrant,škatuľa,buzitaška,skúmavka,fľaštička,ploskačka']","Slovo ""korenie""  sa má k slovu ""muškátový_kvet"" ako slovo ""kontajner"" k slovu "
66,SK,kontajner,misa,hračka,"['bábika', 'lopta', 'balónik', 'hojdací_kôň', 'bábka', 'domček_pre_bábiky', 'domček', 'frisbee', 'koník', 'hula_hup', 'čertík_na_pružine', 'hrazdička', 'pajác', 'panák', 'kaleidoskop', 'šarkan', 'lego', 'Meccano', 'strieľačka', 'piñata', 'veterník', 'detský_domček', 'tyč_pogo', 'skákacia_tyč', 'špuntovka', 'hrkálka', 'pieskovisko', 'húpačka', 'kĺzačka', 'ihrisko', 'prak', 'gumipuška', 'katapult', 'hojdačka', 'medvedík', 'vĺčik', 'vláčik', 'vodná_pištoľ', 'pištoľ', 'jojo', 'hojdací_koník,húpací_kôň,húpací_koník,Merkur,stavebnica,hula_hop,šmýkačka,šmykľavka,piňata']","Slovo ""kontajner""  sa má k slovu ""misa"" ako slovo ""hračka"" k slovu "
67,SK,posteľ,dvojposteľ,šperk,"['náramok', 'korálka', 'bižutéria', 'spona', 'manžetový_gombík', 'náušnica', 'drahokam', 'klenot', 'vzácny_kameň', 'náhrdelník', 'špendlík', 'prsteň', 'spona_na_kravatu', 'náramok_na_nohu', 'visiace_náušnice', 'korunovačný_klenot', 'diamant', 'emerald', 'perla', 'rubín', 'safír', 'solitér', 'reťaz', 'retiazka', 'choker', 'golier', 'nákrčník', 'brošňa', 'špendlík_do_kravaty', 'prstienok', 'zásnubný_prsteň', 'smútočný_prsteň', 'prstenček', 'signet', 'pečatný_prsteň', 'manželský_prsteň', 'svadobná_obrúčka', 'čačka', 'perlička', 'náramnica,zlatá_reťaz,briliantový_šperk,perlový_náhrdelník,kryštál,piercing']","Slovo ""posteľ""  sa má k slovu ""dvojposteľ"" ako slovo ""šperk"" k slovu "
68,SK,šperk,zásnubný_prsteň,kontajner,"['vrece', 'taška', 'kabelka', 'kôš', 'košík', 'odpadkový_kôš', 'misa', 'rúra', 'krabica', 'chlebovka', 'chlebovnica', 'bunker', 'plechovka', 'konzerva', 'kanister', 'kanistra', 'kapsula', 'nákladný_kontajner', 'puzdro', 'reklamný_obal', 'vitrína', 'kazeta', 'šálka', 'bomba', 'tanier', 'dispenzer', 'zásuvka', 'smetiak', 'obálka', 'pohár', 'fľaša', 'listová_obálka', 'válov', 'koryto', 'mierka', 'forma', 'balík', 'balíček', 'panvica', 'vrecko', 'črepník', 'kvetináč', 'čutora', 'kontajner_na_odpadky', 'relikviár', 'soľnička', 'sporiteľnička', 'pokladnička', 'mincovník', 'kasička', 'uhliak', 'nádoba_na_uhlie', 'šejker', 'lyžička', 'náprstok', 'nádoba', 'kontajner_na_papier', 'kôš_na_odpadky', 'šanón', 'skrinka_na_náradie', 'hrant,škatuľa,buzitaška,skúmavka,fľaštička,ploskačka']","Slovo ""šperk""  sa má k slovu ""zásnubný_prsteň"" ako slovo ""kontajner"" k slovu "
69,SK,auto,dvojsedadlové_auto,vankúš,"['ihelník', 'poduška', 'vzduchový_vankúš', 'nafukovací_vankúš', 'opierka_hlavy', 'sedací_vankúšik', 'podhlavník,anatomický_vankúš']","Slovo ""auto""  sa má k slovu ""dvojsedadlové_auto"" ako slovo ""vankúš"" k slovu "
70,SK,emócia,starostlivosť,sedačka,"['stolička', 'lavica', 'lóža', 'otoman', 'taburet', 'taburetka', 'kľačadlo', 'sofa', 'gauč', 'kanapa', 'štokrlík', 'necesér', 'leňoška,kreslo,diván,rozkladacie_kreslo,kľakadlo']","Slovo ""emócia""  sa má k slovu ""starostlivosť"" ako slovo ""sedačka"" k slovu "
71,SK,všedný_deň,pondelok,všedný_deň,"['pondelok', 'pracovný_deň', 'voľný_deň', 'po', 'utorok', 'ut', 'streda', 'st', 'štvrtok', 'št', 'piatok', 'pi', 'sobota', 'sabat', 'so']","Slovo ""všedný_deň""  sa má k slovu ""pondelok"" ako slovo ""všedný_deň"" k slovu "
