,Language,a,b,c,d,prompts
128,AL,vesë,shi,nënqesh,"['qesh', 'gajasem', 'qesh_me_lot', 'përqesh', 'qesh_nën_hundë', 'kukuris', 'gjëmoj']","""vesë"" është për ""shi"" ashtu si ""nënqesh"" për "
129,AL,interesante,provokative,i_ngrohtë,"['i_nxehtë', 'i_zjarrtë', 'flakëruese', 'i_ngrohur', 'e_nxehtë_flakë', 'shumë_e_nxehtë', 'e_ndjeshme', 'përvëlues']","""interesante"" është për ""provokative"" ashtu si ""i_ngrohtë"" për "
130,AL,i_keq,i_papërshkrueshëm,majmun,['gorillë'],"""i_keq"" është për ""i_papërshkrueshëm"" ashtu si ""majmun"" për "
131,AL,i_pakënaqur,vuajtëse,mace,"['luan', 'tigër', 'leopard', 'panterë', 'xhaguar']","""i_pakënaqur"" është për ""vuajtëse"" ashtu si ""mace"" për "
132,AL,shtëpi,kështjellë,qaj,"['bërtas', 'ulëras', 'klith', 'duke_klithur']","""shtëpi"" është për ""kështjellë"" ashtu si ""qaj"" për "
133,AL,krijues,origjinal,vesë,"['shi', 'rrebesh', 'reshje', 'përmbytje']","""krijues"" është për ""origjinal"" ashtu si ""vesë"" për "
134,AL,det,oqean,mospëlqim,"['urrej', 'neveris', 'i_neveritshëm', 'urrej,_mallkoj', 'përbuz', 'përçmoj', 'nuk_denjoj,_begenis']","""det"" është për ""oqean"" ashtu si ""mospëlqim"" për "
135,AL,dëshiroj,i_djegur_për,pëlqej,"['dashuroj', 'kujdesem', 'i_dhënë_pas', 'thërrmoj', 'magjeps']","""dëshiroj"" është për ""i_djegur_për"" ashtu si ""pëlqej"" për "
136,AL,dëshiroj,vdes_nga_dëshira,dëshiroj,"['lakmoj', 'vdes_nga_dëshira', 'i_etur_për', 'i_uritur_për', 'i_djegur_për']","""dëshiroj"" është për ""vdes_nga_dëshira"" ashtu si ""dëshiroj"" për "
137,AL,"i_ngatërruar,_i_hutuar",i_humbur,i_mërzitur,"['i_dëshpëruar', 'i_brengosur', 'i_pashpresë', 'dëshpëruese', 'i_mjerë', 'melankolik']","""i_ngatërruar,_i_hutuar"" është për ""i_humbur"" ashtu si ""i_mërzitur"" për "
138,AL,nënqesh,gjëmoj,i_ngrohtë,"['i_nxehtë', 'i_zjarrtë', 'flakëruese', 'i_ngrohur', 'e_nxehtë_flakë', 'shumë_e_nxehtë', 'e_ndjeshme', 'përvëlues']","""nënqesh"" është për ""gjëmoj"" ashtu si ""i_ngrohtë"" për "
139,AL,vakt_i_ndërmjetëm,ha,dhimbje,"['vuajtje', 'torturë', 'agoni']","""vakt_i_ndërmjetëm"" është për ""ha"" ashtu si ""dhimbje"" për "
140,AL,dëshiroj,i_etur_për,qesh,"['gajasem', 'qesh_me_lot', 'përqesh', 'qesh_nën_hundë', 'kukuris', 'gjëmoj']","""dëshiroj"" është për ""i_etur_për"" ashtu si ""qesh"" për "
141,AL,shpejt,me_shpejtësi,i_keq,"['e_shpifur', 'e_neveritshme', 'tmerruese', 'e_dhimbshme', 'e_tmerrshme', 'i_papërshkrueshëm']","""shpejt"" është për ""me_shpejtësi"" ashtu si ""i_keq"" për "
142,AL,shpejt,menjëherë,shtëpi,"['pallat', 'kështjellë']","""shpejt"" është për ""menjëherë"" ashtu si ""shtëpi"" për "
143,AL,mace,panterë,irritues,"['tërboj', 'zemëroj', 'xhindos', 'inat', 'i_çmendur', 'çmendem', 'avull,_energjik', 'përbuzje']","""mace"" është për ""panterë"" ashtu si ""irritues"" për "
144,AL,fajtor,i_padenjë,i_lumtur,"['i_dalldisur_nga_lumturia', 'i_magjepsur', 'i_ngazëllyer', 'i_mahnitur', 'rapsodik']","""fajtor"" është për ""i_padenjë"" ashtu si ""i_lumtur"" për "
145,AL,i_emocionuar,i_shqetësuar,mëz,['kalë'],"""i_emocionuar"" është për ""i_shqetësuar"" ashtu si ""mëz"" për "
146,AL,e_lagësht,i_ngopur,interesante,"['emocionuese', 'ngazëllyes', 'ngazëllyese', 'frymëzuese', 'dehëse', 'e_gjallë', 'stimuluese', 'energjike', 'mahnitëse', 'intriguese', 'prekëse', 'provokative', 'marramendëse', 'drithëruese']","""e_lagësht"" është për ""i_ngopur"" ashtu si ""interesante"" për "
147,AL,e_nevojshme,e_kërkuar,dhimbje,"['vuajtje', 'torturë', 'agoni']","""e_nevojshme"" është për ""e_kërkuar"" ashtu si ""dhimbje"" për "
148,AL,fajtor,i_pikëlluar,kotem,"['flej', 'dremis']","""fajtor"" është për ""i_pikëlluar"" ashtu si ""kotem"" për "
149,AL,i_shijshëm,shije_e_këndshme,i_varfër,"['i_vuajtur', 'i_sëmurë', 'i_plagosur']","""i_shijshëm"" është për ""shije_e_këndshme"" ashtu si ""i_varfër"" për "
150,BM,surafana,ɲɛnajɛ,wɔlɔkɔ,"['kalanman', 'tasuma_bɛ_min_na', 'tasuma_bɛ_bɔ', 'ka_sumaya', 'bilenman_funteniman', 'dusukunnataw_ta_fan_fɛ', 'bɔgɔbɔgɔ', 'finman-funteni']","""surafana"" is to ""ɲɛnajɛ"" as ""wɔlɔkɔ"" is to "
151,BM,kanu,kanu,jakuma,"['wara', 'tigiri', 'waranikala', 'waraninkalan']","""kanu"" is to ""kanu"" as ""jakuma"" is to "
152,BM,ɲaamilen,minɛlen_don,Kɔsɛbɛ,"['ka_ɲɛtaa_sɔrɔ', 'ka_fɔri', 'sabatili']","""ɲaamilen"" is to ""minɛlen_don"" as ""Kɔsɛbɛ"" is to "
153,BM,dala,kɔgɔji,nafama,"['sugubalan', 'nisɔndiyako', 'min_bɛ_mɔgɔ_nisɔndiya', 'ɲɛ-bɔn', 'min_bɛ_dusu_don_mɔgɔ_kɔnɔ', 'min_bɛ_mɔgɔ_dɔlɔ', 'lawulili', 'min_bɛ_mɔgɔ_bila_ka_miiri', 'ka_wuli_ka_wuli', 'ka_mɔgɔ_minɛ', 'min_bɛ_mɔgɔ_kɔnɔnafili', 'lamaga-lamagali', 'min_bɛ_mɔgɔ_bila_ka_wuli', 'kungolodimi']","""dala"" is to ""kɔgɔji"" as ""nafama"" is to "
154,BM,nafama,min_bɛ_mɔgɔ_bila_ka_miiri,nafama,"['sugubalan', 'nisɔndiyako', 'min_bɛ_mɔgɔ_nisɔndiya', 'ɲɛ-bɔn', 'min_bɛ_dusu_don_mɔgɔ_kɔnɔ', 'min_bɛ_mɔgɔ_dɔlɔ', 'lawulili', 'min_bɛ_mɔgɔ_bila_ka_miiri', 'ka_wuli_ka_wuli', 'ka_mɔgɔ_minɛ', 'min_bɛ_mɔgɔ_kɔnɔnafili', 'lamaga-lamagali', 'min_bɛ_mɔgɔ_bila_ka_wuli', 'kungolodimi']","""nafama"" is to ""min_bɛ_mɔgɔ_bila_ka_miiri"" as ""nafama"" is to "
155,BM,nisɔndiyabaliya,dusukasiko_don,nisɔndiyabaliya,"['dusukasiko_don', 'bɔnɛ', 'dusukasilen_don', 'bɔnɛnenw', 'mìsikinɛ', 'cɛjuguman', 'nimisa_bɛ_mɔgɔ_la', 'jigitigɛ', 'jigidan', 'balawu_ye']","""nisɔndiyabaliya"" is to ""dusukasiko_don"" as ""nisɔndiyabaliya"" is to "
156,BM,daladumini,dumuni,sunɔgɔbaliya,['ka__unɔgɔ'],"""daladumini"" is to ""dumuni"" as ""sunɔgɔbaliya"" is to "
157,BM,fɔrɔlen,a_kaɲi,Kɔsɛbɛ,"['ka_ɲɛtaa_sɔrɔ', 'ka_fɔri', 'sabatili']","""fɔrɔlen"" is to ""a_kaɲi"" as ""Kɔsɛbɛ"" is to "
158,BM,jisigiyɔrɔ,sanji,sɔgɔsɔgɔ,"['yɛlɛ', 'yɛlɛ_kosobɛ', 'mankanba']","""jisigiyɔrɔ"" is to ""sanji"" as ""sɔgɔsɔgɔ"" is to "
159,BM,nafama,min_bɛ_mɔgɔ_bila_ka_wuli,wɔlɔkɔ,"['kalanman', 'tasuma_bɛ_min_na', 'tasuma_bɛ_bɔ', 'ka_sumaya', 'bilenman_funteniman', 'dusukunnataw_ta_fan_fɛ', 'bɔgɔbɔgɔ', 'finman-funteni']","""nafama"" is to ""min_bɛ_mɔgɔ_bila_ka_wuli"" as ""wɔlɔkɔ"" is to "
160,BM,jugu,min_tɛ_se_ka_fɔ,warabilen,"['gon_,_gonjigi']","""jugu"" is to ""min_tɛ_se_ka_fɔ"" as ""warabilen"" is to "
161,BM,nisɔndiyabaliya,dimi,jakuma,"['wara', 'tigiri', 'waranikala', 'waraninkalan']","""nisɔndiyabaliya"" is to ""dimi"" as ""jakuma"" is to "
162,BM,so,so_belebele,ka_kasi,"['kulekan', 'kulekan_bɔ', 'ka_kulekan_bɔ']","""so"" is to ""so_belebele"" as ""ka_kasi"" is to "
163,BM,kekuman,yɛrɛyɛrɛ,jisigiyɔrɔ,"['sanji', 'ɲɛgɛn', 'sanjiba', 'sanji_bɛ_na']","""kekuman"" is to ""yɛrɛyɛrɛ"" as ""jisigiyɔrɔ"" is to "
164,BM,kɔgɔji,kɔgɔjiba,a_man_di_a_ye,"['kɔniya', 'koniya', 'ko_haramulen', 'ka_mɔgɔ_tɔɔrɔ', 'mafiɲɛyali', 'ka_mafiɲɛya']","""kɔgɔji"" is to ""kɔgɔjiba"" as ""a_man_di_a_ye"" is to "
165,BM,b'a_fɛ_ka,nege_nege,fɛ,"['kanu', 'ladonni', 'kanubaganci', 'nɔɔni', 'kunkolo_wulicogo']","""b'a_fɛ_ka"" is to ""nege_nege"" as ""fɛ"" is to "
166,BM,b'a_fɛ_ka,kɔngɔ,b'a_fɛ_ka,"['nege_don', 'kɔngɔ', 'minɔgɔ', 'kɔngɔ_tun_bɛ_u_la', 'nege_nege']","""b'a_fɛ_ka"" is to ""kɔngɔ"" as ""b'a_fɛ_ka"" is to "
167,BM,ɲaamilen,tununi,dusukasiko_don,"['jigitigɛ', 'jigitigɛlen', 'jigitigɛ_bɛ_mɔgɔ_la', 'jigidan', 'dusukasi']","""ɲaamilen"" is to ""tununi"" as ""dusukasiko_don"" is to "
168,BM,sɔgɔsɔgɔ,mankanba,wɔlɔkɔ,"['kalanman', 'tasuma_bɛ_min_na', 'tasuma_bɛ_bɔ', 'ka_sumaya', 'bilenman_funteniman', 'dusukunnataw_ta_fan_fɛ', 'bɔgɔbɔgɔ', 'finman-funteni']","""sɔgɔsɔgɔ"" is to ""mankanba"" as ""wɔlɔkɔ"" is to "
169,BM,daladumini,ka_dun,dimi,"['tɔɔrɔ', 'ka_tɔɔrɔ', 'tɔɔrɔko', 'nimagara,sigara']","""daladumini"" is to ""ka_dun"" as ""dimi"" is to "
170,BM,b'a_fɛ_ka,minɔgɔ,sɔgɔsɔgɔ,"['yɛlɛ', 'yɛlɛ_kosobɛ', 'mankanba']","""b'a_fɛ_ka"" is to ""minɔgɔ"" as ""sɔgɔsɔgɔ"" is to "
171,BM,sɔɔni,teliya_la,jugu,"['cɛjuguman', 'jugumanba', 'ko_haramulen', 'siranfɛn', 'dimi_bɛ_mɔgɔ_la', 'min_tɛ_se_ka_fɔ']","""sɔɔni"" is to ""teliya_la"" as ""jugu"" is to "
172,BM,sɔɔni,o_yɔrɔnin_bɛɛ,so,"['masaso_kɔnɔ', 'so_belebele']","""sɔɔni"" is to ""o_yɔrɔnin_bɛɛ"" as ""so"" is to "
173,BM,jakuma,waraninkalan,ka_mɔgɔw_dimi,"['ka_dimi', 'wusulan', 'fatɔ', 'dibi_don', 'sisi']","""jakuma"" is to ""waraninkalan"" as ""ka_mɔgɔw_dimi"" is to "
174,BM,hakɛtigi,min_man_kan,ɲagali,"['nisɔndiyaba', 'nisɔndiyalen_don']","""hakɛtigi"" is to ""min_man_kan"" as ""ɲagali"" is to "
175,BM,nisondiyalen,a_bɛ_jɔrɔ,soden,['so'],"""nisondiyalen"" is to ""a_bɛ_jɔrɔ"" as ""soden"" is to "
176,BM,suma,min__fa_len,nafama,"['sugubalan', 'nisɔndiyako', 'min_bɛ_mɔgɔ_nisɔndiya', 'ɲɛ-bɔn', 'min_bɛ_dusu_don_mɔgɔ_kɔnɔ', 'min_bɛ_mɔgɔ_dɔlɔ', 'lawulili', 'min_bɛ_mɔgɔ_bila_ka_miiri', 'ka_wuli_ka_wuli', 'ka_mɔgɔ_minɛ', 'min_bɛ_mɔgɔ_kɔnɔnafili', 'lamaga-lamagali', 'min_bɛ_mɔgɔ_bila_ka_wuli', 'kungolodimi']","""suma"" is to ""min__fa_len"" as ""nafama"" is to "
177,BM,kan,laɲininnen,dimi,"['tɔɔrɔ', 'ka_tɔɔrɔ', 'tɔɔrɔko', 'nimagara,sigara']","""kan"" is to ""laɲininnen"" as ""dimi"" is to "
178,BM,hakɛtigi,dusukasibagatɔ,sunɔgɔbaliya,['ka_sunɔgɔ'],"""hakɛtigi"" is to ""dusukasibagatɔ"" as ""sunɔgɔbaliya"" is to "
179,BM,timi,min_ka_di,ka_dɛsɛ,"['tɔɔrɔlen_don', 'banabagatɔ', 'bana', 'a_gosira']","""timi"" is to ""min_ka_di"" as ""ka_dɛsɛ"" is to "
180,EL,δείπνο,γεύμα,ζεστός,"['καυτός', 'πύρινος', 'φλεγόμενος', 'θερμαινόμενος', 'ζεματιστός', 'αισθησιακός', 'αποπνικτικός']","το ""δείπνο"" είναι προς το ""γεύμα"" ό,τι το ""ζεστός"" προς το "
181,EL,αγαπώ,λατρεύω,γάτα,"['λιοντάρι', 'τίγρης', 'λεοπάρδαλη', 'πάνθηρας', 'ιαγουάρος', 'λέοντας']","το ""αγαπώ"" είναι προς το ""λατρεύω"" ό,τι το ""γάτα"" προς το "
182,EL,μπερδεμένος,παγιδευμένος,καλός,"['ανθηρός', 'γερός', 'που_ανθίζει', 'που_ευδοκιμεί', 'που_ακμάζει', 'ακμάζων']","το ""μπερδεμένος"" είναι προς το ""παγιδευμένος"" ό,τι το ""καλός"" προς το "
183,EL,λίμνη,θάλασσα,ενδιαφέρων,"['συναρπαστικός', 'που_πετάει_τα_μάτια_έξω', 'που_εμπνέει', 'μεθυστικός', 'ξεσηκωτικός', 'συγκλονιστικός', 'εμπνευσμένος', 'εντυπωσιακός', 'που_κεντρίζει_το_ενδιαφέρον', 'συγκινητικός', 'προκλητικός', 'απολαυστικός', 'που_προκαλεί_έκπληξη', 'συγκλονιστικός,μαγευτικός,εμψυχωτικός']","το ""λίμνη"" είναι προς το ""θάλασσα"" ό,τι το ""ενδιαφέρων"" προς το "
184,EL,ενδιαφέρων,συγκλονιστικός,ενδιαφέρων,"['συναρπαστικός', 'που_πετάει_τα_μάτια_έξω', 'που_εμπνέει', 'μεθυστικός', 'ξεσηκωτικός', 'συγκλονιστικός', 'εμπνευσμένος', 'εντυπωσιακός', 'που_κεντρίζει_το_ενδιαφέρον', 'συγκινητικός', 'προκλητικός', 'απολαυστικός', 'που_προκαλεί_έκπληξη', 'συγκλονιστικός,μαγευτικός,εμψυχωτικός']","το ""ενδιαφέρων"" είναι προς το ""συγκλονιστικός"" ό,τι το ""ενδιαφέρων"" προς το "
185,EL,άτυχος,τραγικός,άτυχος,"['τραγικός', 'θλιβερός', 'οδυνηρός', 'καταρρακωμένος', 'άθλιος', 'οικτρός', 'αξιοθρήνητος', 'λυπηρός', 'απεγνωσμένος', 'απελπισμένος', 'καταστροφικός']","το ""άτυχος"" είναι προς το ""τραγικός"" ό,τι το ""άτυχος"" προς το "
186,EL,σνακ,γεύμα,υπνάκος,['ύπνος'],"το ""σνακ"" είναι προς το ""γεύμα"" ό,τι το ""υπνάκος"" προς το "
187,EL,δυνατός,σούπερ,καλός,"['ανθηρός', 'γερός', 'που_ανθίζει', 'που_ευδοκιμεί', 'που_ακμάζει', 'ακμάζων']","το ""δυνατός"" είναι προς το ""σούπερ"" ό,τι το ""καλός"" προς το "
188,EL,ψιλόβροχο,βροχή,χαχανητό,"['γέλιο', 'δυνατό_γέλιο', 'κρυφό_γέλιο', 'ειρωνικό_γέλιο', 'νευρικό_γελάκι', 'βρυχηθμός', 'γελάκι,πνιχτό_γέλιο']","το ""ψιλόβροχο"" είναι προς το ""βροχή"" ό,τι το ""χαχανητό"" προς το "
189,EL,ενδιαφέρων,προκλητικός,ζεστός,"['καυτός', 'πύρινος', 'φλεγόμενος', 'θερμαινόμενος', 'ζεματιστός', 'αισθησιακός', 'αποπνικτικός']","το ""ενδιαφέρων"" είναι προς το ""προκλητικός"" ό,τι το ""ζεστός"" προς το "
190,EL,κακός,ανείπωτος,πίθηκος,['γορίλας'],"το ""κακός"" είναι προς το ""ανείπωτος"" ό,τι το ""πίθηκος"" προς το "
191,EL,δυστυχισμένος,που_υποφέρει,γάτα,"['λιοντάρι', 'τίγρης', 'λεοπάρδαλη', 'πάνθηρας', 'ιαγουάρος', 'λέοντας']","το ""δυστυχισμένος"" είναι προς το ""που_υποφέρει"" ό,τι το ""γάτα"" προς το "
192,EL,σπίτι,κάστρο,φωνή,"['ουρλιαχτό', 'τσίριγμα', 'στριγκλιά', 'στρίγκλισμα']","το ""σπίτι"" είναι προς το ""κάστρο"" ό,τι το ""φωνή"" προς το "
193,EL,δημιουργικός,πρωτότυπος,ψιλόβροχο,"['βροχή', 'βροχόπτωση', 'κατακλυσμός', 'πλημμύρα,καταιγίδα']","το ""δημιουργικός"" είναι προς το ""πρωτότυπος"" ό,τι το ""ψιλόβροχο"" προς το "
194,EL,θάλασσα,ωκεανός,αντιπαθώ,"['μισώ', 'αποστρέφομαι', 'σιχαίνομαι', 'απεχθάνομαι', 'περιφρονώ', 'καταφρονώ', 'απαξιώνω', 'σνομπάρω']","το ""θάλασσα"" είναι προς το ""ωκεανός"" ό,τι το ""αντιπαθώ"" προς το "
195,EL,επιθυμία,πόθος,μου_αρέσει,"['αγαπώ', 'νοιάζομαι', 'μου_αρέσει', 'καψουρεύομαι', 'γοητεύω', 'σαγηνεύω']","το ""επιθυμία"" είναι προς το ""πόθος"" ό,τι το ""μου_αρέσει"" προς το "
196,EL,επιθυμία,πείνα,επιθυμία,"['λαχτάρα', 'πείνα', 'δίψα', 'λύσσα', 'πόθος', 'λαγνεία']","το ""επιθυμία"" είναι προς το ""πείνα"" ό,τι το ""επιθυμία"" προς το "
197,EL,μπερδεμένος,χαμένος,λυπημένος,"['στενοχωρημένος', 'αποκαρδιωμένος', 'απεγνωσμένος', 'απελπισμένος', 'μελαγχολικός', 'δυστυχισμένος']","το ""μπερδεμένος"" είναι προς το ""χαμένος"" ό,τι το ""λυπημένος"" προς το "
198,EL,χαχανητό,βρυχηθμός,ζεστός,"['καυτός', 'πύρινος', 'φλεγόμενος', 'θερμαινόμενος', 'ζεματιστός', 'αισθησιακός', 'αποπνικτικός']","το ""χαχανητό"" είναι προς το ""βρυχηθμός"" ό,τι το ""ζεστός"" προς το "
199,EL,σνακ,τρώω,πόνος,"['βάσανο', 'βασανιστήριο', 'αγωνία']","το ""σνακ"" είναι προς το ""τρώω"" ό,τι το ""πόνος"" προς το "
200,EL,επιθυμία,δίψα,χαχανητό,"['γέλιο', 'δυνατό_γέλιο', 'κρυφό_γέλιο', 'ειρωνικό_γέλιο', 'νευρικό_γελάκι', 'βρυχηθμός', 'γελάκι,πνιχτό_γέλιο']","το ""επιθυμία"" είναι προς το ""δίψα"" ό,τι το ""χαχανητό"" προς το "
201,EL,σύντομα,έγκαιρα,κακός,"['απαίσιος', 'απεχθής', 'αποκρουστικός', 'τρομακτικός', 'οδυνηρός', 'τρομερός', 'ανείπωτος']","το ""σύντομα"" είναι προς το ""έγκαιρα"" ό,τι το ""κακός"" προς το "
202,EL,σύντομα,άμεσα,σπίτι,"['παλάτι', 'κάστρο']","το ""σύντομα"" είναι προς το ""άμεσα"" ό,τι το ""σπίτι"" προς το "
203,EL,γάτα,πάνθηρας,νευριάζω,"['εκνευρίζω', 'εξοργίζω', 'κάνω_έξω_φρενών', 'τρελαίνω', 'ξετρελαίνω', 'φορτώνω', 'κάνω_πυρ_και_μανία']","το ""γάτα"" είναι προς το ""πάνθηρας"" ό,τι το ""νευριάζω"" προς το "
204,EL,ένοχος,ανάξιος,ευτυχισμένος,"['εκστατικός', 'ενθουσιασμένος', 'μαγεμένος', 'συνεπαρμένος', 'κατενθουσιασμένος', 'ενθουσιώδης,εκστασιασμένος']","το ""ένοχος"" είναι προς το ""ανάξιος"" ό,τι το ""ευτυχισμένος"" προς το "
205,EL,ξεσηκωμένος,ταραγμένος,πόνι,['άλογο'],"το ""ξεσηκωμένος"" είναι προς το ""ταραγμένος"" ό,τι το ""πόνι"" προς το "
206,EL,υγρός,εμποτισμένος,ενδιαφέρων,"['συναρπαστικός', 'που_πετάει_τα_μάτια_έξω', 'που_εμπνέει', 'μεθυστικός', 'ξεσηκωτικός', 'συγκλονιστικός', 'εμπνευσμένος', 'εντυπωσιακός', 'που_κεντρίζει_το_ενδιαφέρον', 'συγκινητικός', 'προκλητικός', 'απολαυστικός', 'που_προκαλεί_έκπληξη', 'συγκλονιστικός,μαγευτικός,εμψυχωτικός']","το ""υγρός"" είναι προς το ""εμποτισμένος"" ό,τι το ""ενδιαφέρων"" προς το "
207,EL,αναγκαίος,απαιτούμενος,πόνος,"['βάσανο', 'βασανιστήριο', 'αγωνία']","το ""αναγκαίος"" είναι προς το ""απαιτούμενος"" ό,τι το ""πόνος"" προς το "
208,EL,ένοχος,λυπημένος,λαγοκοιμάμαι,['κοιμάμαι'],"το ""ένοχος"" είναι προς το ""λυπημένος"" ό,τι το ""λαγοκοιμάμαι"" προς το "
209,EL,γευστικός,ορεκτικός,άσχημα,"['που_έχει_πληγεί', 'άρρωστος', 'ασθενής', 'που_έχει_επηρεαστεί']","το ""γευστικός"" είναι προς το ""ορεκτικός"" ό,τι το ""άσχημα"" προς το "
210,IT,cena,banchetto,mite,"['caldo', 'ardente', 'in_fiamme', 'acceso', 'rovente', 'sfrigolante', 'sensuale', 'afoso', 'torrido']","""cena"" sta a ""banchetto"" come ""mite"" sta a  "
211,IT,amare,adorare,gatto,"['leone', 'tigre', 'leopardo', 'pantera', 'giaguaro']","""amare"" sta a ""adorare"" come ""gatto"" sta a  "
212,IT,confuso,intrappolato,bene,"['fiorente', 'robusto', 'rimbombante', 'prospero', 'florido']","""confuso"" sta a ""intrappolato"" come ""bene"" sta a  "
213,IT,lago,mare,interessante,"['emozionante', 'esilarante', 'strabiliante', 'entusiasmante', 'stimolante', ""che_attira_l'attenzione"", 'intrigante', 'commovente', 'provocatorio', 'che_dà_alla_testa']","""lago"" sta a ""mare"" come ""interessante"" sta a  "
214,IT,interessante,stimolante,interessante,"['emozionante', 'esilarante', 'strabiliante', 'entusiasmante', 'stimolante', ""che_attira_l'attenzione"", 'intrigante', 'commovente', 'provocatorio', 'che_dà_alla_testa']","""interessante"" sta a ""stimolante"" come ""interessante"" sta a  "
215,IT,sfortunato,tragico,sfortunato,"['tragico', 'deplorevole', 'grave', 'abbietto', 'miserabile', 'terribile', 'spiacevole', 'disperato', 'senza_speranza', 'disastroso']","""sfortunato"" sta a ""tragico"" come ""sfortunato"" sta a  "
216,IT,spuntino,pasto,pisolino,"['dormire', 'sonnellino']","""spuntino"" sta a ""pasto"" come ""pisolino"" sta a  "
217,IT,forte,ottimo,bene,"['fiorente', 'robusto', 'rimbombante', 'prospero', 'florido']","""forte"" sta a ""ottimo"" come ""bene"" sta a  "
218,IT,pioggerella,pioggia,sogghignare,"['ridere', 'ridere_fragorosamente', 'ridacchiare', 'ridere_sotto_i_baffi', 'ridere_forte']","""pioggerella"" sta a ""pioggia"" come ""sogghignare"" sta a  "
219,IT,interessante,provocatorio,mite,"['caldo', 'ardente', 'in_fiamme', 'acceso', 'rovente', 'sfrigolante', 'sensuale', 'afoso', 'torrido']","""interessante"" sta a ""provocatorio"" come ""mite"" sta a  "
220,IT,cattivo,indicibile,scimmia,['gorilla'],"""cattivo"" sta a ""indicibile"" come ""scimmia"" sta a  "
221,IT,infelice,sofferente,gatto,"['leone', 'tigre', 'leopardo', 'pantera', 'giaguaro']","""infelice"" sta a ""sofferente"" come ""gatto"" sta a  "
222,IT,casa,castello,piangere,"['urlare', 'gridare', 'strillare']","""casa"" sta a ""castello"" come ""piangere"" sta a  "
223,IT,creativo,originale,pioggerella,"['pioggia', 'doccia', 'acquazzone', 'dilivio']","""creativo"" sta a ""originale"" come ""pioggerella"" sta a  "
224,IT,mare,oceano,non_piacere,"['odiare', 'aborrire', 'detestare', 'disprezzare', 'respingere', 'disdegnare']","""mare"" sta a ""oceano"" come ""non_piacere"" sta a  "
225,IT,volere,desiderio,piacere,"['amare', 'interessare', 'affezionato', 'cotta', 'infatuare']","""volere"" sta a ""desiderio"" come ""piacere"" sta a  "
226,IT,volere,fame,volere,"['bramare', 'fame', 'sete', 'patire_la_fame', 'desiderio']","""volere"" sta a ""fame"" come ""volere"" sta a  "
227,IT,confuso,perso,triste,"['disperato', 'abbattuto', 'infelice', 'misero', 'senza_speranza', 'malinconico']","""confuso"" sta a ""perso"" come ""triste"" sta a  "
228,IT,sogghignare,ridere_forte,mite,"['caldo', 'ardente', 'in_fiamme', 'acceso', 'rovente', 'sfrigolante', 'sensuale', 'afoso', 'torrido']","""sogghignare"" sta a ""ridere_forte"" come ""mite"" sta a  "
229,IT,spuntino,mangiare,dolore,"['tormento', 'tortura', 'agonia']","""spuntino"" sta a ""mangiare"" come ""dolore"" sta a  "
230,IT,volere,sete,ridacchiare,"['ridere', 'ridere_fragorosamente', 'ridacchiare', 'ridere_sotto_i_baffi', 'ridere_forte']","""volere"" sta a ""sete"" come ""ridacchiare"" sta a  "
231,IT,presto,subito,cattivo,"['tremendo', 'atroce', 'abominevole', 'doloroso', 'terribile', 'indicibile']","""presto"" sta a ""subito"" come ""cattivo"" sta a  "
232,IT,presto,immediatamente,casa,"['palazzo', 'castello']","""presto"" sta a ""immediatamente"" come ""casa"" sta a  "
233,IT,gatto,pantera,irritare,"['rendere_furioso', 'far_inferocire', 'far_infuriare', 'ira', 'arrabbiato', 'far_arrabbiare', 'innervosirsi', 'offesa']","""gatto"" sta a ""pantera"" come ""irritare"" sta a  "
234,IT,colpevole,immeritevole,felice,"['affascinato', 'rapito', 'entusiasta', 'assorto']","""colpevole"" sta a ""immeritevole"" come ""felice"" sta a  "
235,IT,emozionato,agitato,pony,['cavallo'],"""emozionato"" sta a ""agitato"" come ""pony"" sta a  "
236,IT,umido,impregnato,interessante,"['emozionante', 'esilarante', 'strabiliante', 'entusiasmante', 'stimolante', ""che_attira_l'attenzione"", 'intrigante', 'commovente', 'provocatorio', 'che_dà_alla_testa']","""umido"" sta a ""impregnato"" come ""interessante"" sta a  "
237,IT,necessario,richiesto,dolore,"['tormento', 'tortura', 'agonia']","""necessario"" sta a ""richiesto"" come ""dolore"" sta a  "
238,IT,colpevole,afflitto,dormicchiare,"['dormire', 'sonnecchiare']","""colpevole"" sta a ""afflitto"" come ""dormicchiare"" sta a  "
239,IT,gustoso,sapore_piacevole,male_____,"['afflitto', 'malato', 'colpito']","""gustoso"" sta a ""sapore_piacevole"" come ""male_____"" sta a  "
240,RO,cină,sărbătoare,calduț,"['cald', 'înfocat', 'înflăcărat', 'încălzit', 'roșu_aprins', 'sfârâit', 'senzual', 'sufocant', 'torid', 'alb_fierbinte']","""cină"" este pentru ""sărbătoare"" cum ""calduț"" este pentru "
241,RO,iubi,adora,pisică,"['leu', 'tigru', 'leopard', 'panteră', 'jaguar']","""iubi"" este pentru ""adora"" cum ""pisică"" este pentru "
242,RO,nedumerit,prins,bine,"['înfloritor', 'robust', 'prosperând', 'prosper', 'înbelșugat']","""nedumerit"" este pentru ""prins"" cum ""bine"" este pentru "
