,Language,a,b,c,d,prompts
177,BM,kerecɛnw,jɛkulu_kɔnɔ,jamanaden,"['fasodenɲumanya', 'jamana', 'faso']","""kerecɛnw"" is to ""jɛkulu_kɔnɔ"" as ""jamanaden"" is to "
178,BM,kerecɛnw,parɔsi,gafe,"['gafekalanyɔrɔ', 'mɛ̀mɛ', 'farankan', 'jatebɔ', 'jatebɔ_sigida', 'jatebɔcogo_kɛcogo']","""kerecɛnw"" is to ""parɔsi"" as ""gafe"" is to "
179,BM,saga,sagakulu,gafe,"['gafekalanyɔrɔ', 'mɛ̀mɛ', 'farankan', 'jatebɔ', 'jatebɔ_sigida', 'jatebɔcogo_kɛcogo']","""saga"" is to ""sagakulu"" as ""gafe"" is to "
180,EL,άνθος,μπουκέτο,αστυνομικός,['αστυνομία'],"το ""άνθος"" είναι προς το ""μπουκέτο"" ό,τι το ""αστυνομικός"" προς το "
181,EL,στρατιώτης,στρατός,δέντρο,"['δάσος', 'μικρός_κήπος']","το ""στρατιώτης"" είναι προς το ""στρατός"" ό,τι το ""δέντρο"" προς το "
182,EL,γατάκι,γέννα,λύκος,"['αγέλη', 'κοπάδι']","το ""γατάκι"" είναι προς το ""γέννα"" ό,τι το ""λύκος"" προς το "
183,EL,βιβλίο,λογισιτκή_μέθοδος,πουλί,"['σμήνος', 'σμάρι']","το ""βιβλίο"" είναι προς το ""λογισιτκή_μέθοδος"" ό,τι το ""πουλί"" προς το "
184,EL,φωτογραφία,άλμπουμ,σύζυγος,"['ζευγάρι', 'σχέση', 'οικογένεια', 'ζεύγος']","το ""φωτογραφία"" είναι προς το ""άλμπουμ"" ό,τι το ""σύζυγος"" προς το "
185,EL,σύζυγος,σχέση,υπάλληλος,"['προσωπικό', 'εταιρεία']","το ""σύζυγος"" είναι προς το ""σχέση"" ό,τι το ""υπάλληλος"" προς το "
186,EL,γραμματέας,προσωπικό,γράμμα,['αλφάβητο'],"το ""γραμματέας"" είναι προς το ""προσωπικό"" ό,τι το ""γράμμα"" προς το "
187,EL,λέξη,πρόταση,άνθος,"['μπουκέτο', 'μάτσο', 'ανθοδέσμη']","το ""λέξη"" είναι προς το ""πρόταση"" ό,τι το ""άνθος"" προς το "
188,EL,πρόσωπο,κόσμος,σύζυγος,"['ζευγάρι', 'σχέση', 'οικογένεια', 'ζεύγος']","το ""πρόσωπο"" είναι προς το ""κόσμος"" ό,τι το ""σύζυγος"" προς το "
189,EL,κομητεία,χώρα,δικαστής,['δικασστήριο'],"το ""κομητεία"" είναι προς το ""χώρα"" ό,τι το ""δικαστής"" προς το "
190,EL,μοσχάρι,βοοειδή,μέλος,"['λέσχη', 'ομάδα', 'γκρουπ', 'μπάντα', 'κοινότητα', 'σύνολο,όμιλος']","το ""μοσχάρι"" είναι προς το ""βοοειδή"" ό,τι το ""μέλος"" προς το "
191,EL,λέξη,παράγραφος,τμήμα,"['εταιρεία', 'επιχείρηση', 'διμοιρία', 'πολεμική_ομάδα']","το ""λέξη"" είναι προς το ""παράγραφος"" ό,τι το ""τμήμα"" προς το "
192,EL,τραγουδιστής,συγκρότημα,τραγουδιστής,"['χορωδία', 'συγκρότημα', 'ντούο', 'τρίο', 'κουαρτέτο', 'μπάντα,γκρουπ']","το ""τραγουδιστής"" είναι προς το ""συγκρότημα"" ό,τι το ""τραγουδιστής"" προς το "
193,EL,γραμματέας,οίκος,τραγούδι,"['άλμπουμ', 'συλλογή', 'ανθολογία', 'βιβλιοθήκη']","το ""γραμματέας"" είναι προς το ""οίκος"" ό,τι το ""τραγούδι"" προς το "
194,EL,βιβλίο,ράφι,μέλος,"['λέσχη', 'ομάδα', 'γκρουπ', 'μπάντα', 'κοινότητα', 'σύνολο,όμιλος']","το ""βιβλίο"" είναι προς το ""ράφι"" ό,τι το ""μέλος"" προς το "
195,EL,κολέγιο,πανεπιστήμιο,παίκτης,"['ομάδα', 'συγκρότημα', 'ορχήστρα', 'γκρουπ,μπάντα']","το ""κολέγιο"" είναι προς το ""πανεπιστήμιο"" ό,τι το ""παίκτης"" προς το "
196,EL,βιβλίο,λογιστικά,αστέρι,"['αστερισμός', 'γαλαξία']","το ""βιβλίο"" είναι προς το ""λογιστικά"" ό,τι το ""αστέρι"" προς το "
197,EL,τραγουδιστής,κουαρτέτο,αυτοκίνητο,"['σειρά', 'πομπή', 'ακολουθία,αυτοκινητοπομπή']","το ""τραγουδιστής"" είναι προς το ""κουαρτέτο"" ό,τι το ""αυτοκίνητο"" προς το "
198,EL,Χριστιανός,εκκλησία,ελέφαντας,"['αγέλη', 'κοπάδι']","το ""Χριστιανός"" είναι προς το ""εκκλησία"" ό,τι το ""ελέφαντας"" προς το "
199,EL,μέλισσα,κυψέλη,μέλισσα,"['σμήνος', 'κυψέλη', 'αποικία', 'σωρός', 'φωλιά', 'όχλος', 'υπερηψωμένη_κυψέλη', 'σμάρι']","το ""μέλισσα"" είναι προς το ""κυψέλη"" ό,τι το ""μέλισσα"" προς το "
200,EL,χήνα,σμήνος,μέλισσα,"['σμήνος', 'κυψέλη', 'αποικία', 'σωρός', 'φωλιά', 'όχλος', 'υπερηψωμένη_κυψέλη', 'σμάρι']","το ""χήνα"" είναι προς το ""σμήνος"" ό,τι το ""μέλισσα"" προς το "
201,EL,μέλος,κοινότητα,σελίδα,"['βιβλίο', 'σημειωματάριο', 'ιστότοπος']","το ""μέλος"" είναι προς το ""κοινότητα"" ό,τι το ""σελίδα"" προς το "
202,EL,τραγουδιστής,ντούο,φωτογραφία,"['άλμπουμ', 'συλλογή', 'βιβλιοθήκη']","το ""τραγουδιστής"" είναι προς το ""ντούο"" ό,τι το ""φωτογραφία"" προς το "
203,EL,μαθητής,τάξη,σελίδα,"['βιβλίο', 'σημειωματάριο', 'ιστότοπος']","το ""μαθητής"" είναι προς το ""τάξη"" ό,τι το ""σελίδα"" προς το "
204,EL,μέλισσα,αποικία,στρατιώτης,"['στρατός', 'μονάδα', 'λόχος', 'στράτευμα']","το ""μέλισσα"" είναι προς το ""αποικία"" ό,τι το ""στρατιώτης"" προς το "
205,EL,τραγουδιστής,τρίο,λιοντάρι,"['αγέλη', 'κοπάδι']","το ""τραγουδιστής"" είναι προς το ""τρίο"" ό,τι το ""λιοντάρι"" προς το "
206,EL,τραγούδι,άλμπουμ,υπάλληλος,"['προσωπικό', 'εταιρεία']","το ""τραγούδι"" είναι προς το ""άλμπουμ"" ό,τι το ""υπάλληλος"" προς το "
207,EL,Χριστιανός,εκκλησίασμα,πολίτης,"['πολιτεία', 'χώρα', 'κράτος']","το ""Χριστιανός"" είναι προς το ""εκκλησίασμα"" ό,τι το ""πολίτης"" προς το "
208,EL,Χριστιανός,ενορία,βιβλίο,"['βιβλιοθήκη', 'ράφι', 'συλλογή', 'λογιστικά', 'λογιστικό_σύστημα', 'λογισιτκή_μέθοδος']","το ""Χριστιανός"" είναι προς το ""ενορία"" ό,τι το ""βιβλίο"" προς το "
209,EL,πρόβατο,κοπάδι,βιβλίο,"['βιβλιοθήκη', 'ράφι', 'συλλογή', 'λογιστικά', 'λογιστικό_σύστημα', 'λογισιτκή_μέθοδος']","το ""πρόβατο"" είναι προς το ""κοπάδι"" ό,τι το ""βιβλίο"" προς το "
210,IT,fiore,bouquet,poliziotto,['polizia'],"""fiore"" sta a ""bouquet"" come ""poliziotto"" sta a  "
211,IT,soldato,esercito,albero,"['foresta', 'legno', 'frutteto']","""soldato"" sta a ""esercito"" come ""albero"" sta a  "
212,IT,gattino,lettiera,lupo,['branco'],"""gattino"" sta a ""lettiera"" come ""lupo"" sta a  "
213,IT,libro,analisi_dei_flussi,uccello,['stormo'],"""libro"" sta a ""analisi_dei_flussi"" come ""uccello"" sta a  "
214,IT,fotografia,album,coniuge,"['coppia', 'relazione', 'famiglia']","""fotografia"" sta a ""album"" come ""coniuge"" sta a  "
215,IT,coniuge,relazione,impiegato,"['staff', 'società']","""coniuge"" sta a ""relazione"" come ""impiegato"" sta a  "
216,IT,segretario,staff,lettera,['alfabeto'],"""segretario"" sta a ""staff"" come ""lettera"" sta a  "
217,IT,parola,frase,fiore,"['bouquet', 'mazzo']","""parola"" sta a ""frase"" come ""fiore"" sta a  "
218,IT,persona,mondo,coniuge,"['coppia', 'relazione', 'famiglia']","""persona"" sta a ""mondo"" come ""coniuge"" sta a  "
219,IT,contea,paese,giurato,['giuria'],"""contea"" sta a ""paese"" come ""giurato"" sta a  "
220,IT,vitello,bovino,membro,"['club', 'squadra', 'gruppo', 'gruppo_musicale', 'comunità']","""vitello"" sta a ""bovino"" come ""membro"" sta a  "
221,IT,parola,paragrafo,divisione,"['società', 'business', 'plotone', 'gruppo_tattico']","""parola"" sta a ""paragrafo"" come ""divisione"" sta a  "
222,IT,cantante,gruppo_musicale,cantante,"['coro', 'gruppo_musicale', 'duo', 'trio', 'quartetto']","""cantante"" sta a ""gruppo_musicale"" come ""cantante"" sta a  "
223,IT,segretario,casa,canzone,"['album', 'collezione', 'antologia', 'libreria']","""segretario"" sta a ""casa"" come ""canzone"" sta a  "
224,IT,libro,mensola,membro,"['club', 'squadra', 'gruppo', 'gruppo_musicale', 'comunità']","""libro"" sta a ""mensola"" come ""membro"" sta a  "
225,IT,college,università,giocatore,"['squadra', 'gruppo', 'orchestra']","""college"" sta a ""università"" come ""giocatore"" sta a  "
226,IT,libro,libri_contabili,stella,"['costellazione', 'galassia']","""libro"" sta a ""libri_contabili"" come ""stella"" sta a  "
227,IT,cantante,quartetto,automobile,"['treno', 'processione']","""cantante"" sta a ""quartetto"" come ""automobile"" sta a  "
228,IT,cristiano,chiesa,elefante,['mandria'],"""cristiano"" sta a ""chiesa"" come ""elefante"" sta a  "
229,IT,ape,alveare,ape,"['sciame', 'alveare', 'colonia', 'mucchio', 'casta', 'nido', 'calca', 'arnia']","""ape"" sta a ""alveare"" come ""ape"" sta a  "
230,IT,oca,stormo,ape,"['sciame', 'alveare', 'colonia', 'mucchio', 'casta', 'nido', 'calca', 'arnia']","""oca"" sta a ""stormo"" come ""ape"" sta a  "
231,IT,membro,comunità,pagina,"['libro', 'quaderno', 'sito_web']","""membro"" sta a ""comunità"" come ""pagina"" sta a  "
232,IT,cantante,duo,fotografia,"['album', 'collezione', 'libreria']","""cantante"" sta a ""duo"" come ""fotografia"" sta a  "
233,IT,studente,lezione,pagina,"['libro', 'quaderno', 'sito_web']","""studente"" sta a ""lezione"" come ""pagina"" sta a  "
234,IT,ape,colonia,soldato,"['esercito', 'unità', 'divisione', 'truppa']","""ape"" sta a ""colonia"" come ""soldato"" sta a  "
235,IT,cantante,trio,leone,['orgoglio'],"""cantante"" sta a ""trio"" come ""leone"" sta a  "
236,IT,canzone,album,impiegato,"['staff', 'società']","""canzone"" sta a ""album"" come ""impiegato"" sta a  "
237,IT,cristiano,congregazione,cittadino,"['cittadinanza', 'paese', 'stato']","""cristiano"" sta a ""congregazione"" come ""cittadino"" sta a  "
238,IT,cristiano,parrocchia,libro,"['libreria', 'mensola', 'collezione', 'libri_contabili', 'sistema_di_contabilità', 'analisi_dei_flussi']","""cristiano"" sta a ""parrocchia"" come ""libro"" sta a  "
239,IT,pecora,gregge,libro,"['libreria', 'mensola', 'collezione', 'libri_contabili', 'sistema_di_contabilità', 'analisi_dei_flussi']","""pecora"" sta a ""gregge"" come ""libro"" sta a  "
240,RO,floare,buchet,polițist,['poliție'],"""floare"" este pentru ""buchet"" cum ""polițist"" este pentru "
241,RO,soldat,armată,copac,"['pădure', 'codru', 'dumbravă']","""soldat"" este pentru ""armată"" cum ""copac"" este pentru "
242,RO,pisoi,murdărie,lup,['haită'],"""pisoi"" este pentru ""murdărie"" cum ""lup"" este pentru "
243,RO,carte,metodă_de_contabilitate,pasăre,['stol'],"""carte"" este pentru ""metodă_de_contabilitate"" cum ""pasăre"" este pentru "
244,RO,fotografie,album,consoartă,"['cuplu', 'relație', 'familie']","""fotografie"" este pentru ""album"" cum ""consoartă"" este pentru "
245,RO,consoartă,relație,angajat,"['personal', 'companie']","""consoartă"" este pentru ""relație"" cum ""angajat"" este pentru "
246,RO,secretar,personal,literă,['alfabet'],"""secretar"" este pentru ""personal"" cum ""literă"" este pentru "
247,RO,cuvânt,propoziție,floare,"['buchet', 'mănunchi']","""cuvânt"" este pentru ""propoziție"" cum ""floare"" este pentru "
248,RO,persoană,lume,consoartă,"['cuplu', 'relație', 'familie']","""persoană"" este pentru ""lume"" cum ""consoartă"" este pentru "
249,RO,județ,țară,jurat,['juriu'],"""județ"" este pentru ""țară"" cum ""jurat"" este pentru "
250,RO,vițel,bovină,membru,"['club', 'echipă', 'grup', 'formație', 'comunitate']","""vițel"" este pentru ""bovină"" cum ""membru"" este pentru "
251,RO,cuvânt,frază,divizie,"['companie', 'afacere', 'pluton', 'grup_de_luptă']","""cuvânt"" este pentru ""frază"" cum ""divizie"" este pentru "
252,RO,cântăreț,formație,cântăreț,"['cor', 'formație', 'duo', 'trio', 'cuarted']","""cântăreț"" este pentru ""formație"" cum ""cântăreț"" este pentru "
253,RO,secretar,casă,cântec,"['albun', 'colecție', 'antologie', 'bibliotecă']","""secretar"" este pentru ""casă"" cum ""cântec"" este pentru "
254,RO,carte,raft,membru,"['club', 'echipă', 'grup', 'formație', 'comunitate']","""carte"" este pentru ""raft"" cum ""membru"" este pentru "
255,RO,colegiu,universitate,jucător,"['echipă', 'grup', 'orchestră']","""colegiu"" este pentru ""universitate"" cum ""jucător"" este pentru "
256,RO,carte,contabilitate,stea,"['constelație', 'galaxie']","""carte"" este pentru ""contabilitate"" cum ""stea"" este pentru "
257,RO,cântăreț,cuarted,mașină,"['tren', 'procesiune']","""cântăreț"" este pentru ""cuarted"" cum ""mașină"" este pentru "
258,RO,creștin,biserică,elefant,['turmă'],"""creștin"" este pentru ""biserică"" cum ""elefant"" este pentru "
259,RO,albina,stup,albina,"['roi', 'stup', 'colonie', 'derivă', 'turnat', 'cuib', 'gloată', 'stand']","""albina"" este pentru ""stup"" cum ""albina"" este pentru "
260,RO,găscă,cârd_de_gâște,albina,"['roi', 'stup', 'colonie', 'derivă', 'turnat', 'cuib', 'gloată', 'stand']","""găscă"" este pentru ""cârd_de_gâște"" cum ""albina"" este pentru "
261,RO,membru,comunitate,pagină,"['carte', 'caiet', 'site_web']","""membru"" este pentru ""comunitate"" cum ""pagină"" este pentru "
262,RO,cântăreț,duo,fotografie,"['album', 'colecție', 'bibliotecă']","""cântăreț"" este pentru ""duo"" cum ""fotografie"" este pentru "
263,RO,student,clasă,pagină,"['carte', 'caiet', 'site_web']","""student"" este pentru ""clasă"" cum ""pagină"" este pentru "
264,RO,albina,colonie,soldat,"['armată', 'unitate', 'divizie', 'pluton']","""albina"" este pentru ""colonie"" cum ""soldat"" este pentru "
265,RO,cântăreț,trio,leu,['mândrie'],"""cântăreț"" este pentru ""trio"" cum ""leu"" este pentru "
266,RO,cântec,albun,angajat,"['personal', 'companie']","""cântec"" este pentru ""albun"" cum ""angajat"" este pentru "
267,RO,creștin,congregație,cetățean,"['cetățenie', 'țară', 'stat']","""creștin"" este pentru ""congregație"" cum ""cetățean"" este pentru "
268,RO,creștin,parohie,carte,"['bibliotecă', 'raft', 'colecție', 'contabilitate', 'sistem_de_contabilitate', 'metodă_de_contabilitate']","""creștin"" este pentru ""parohie"" cum ""carte"" este pentru "
269,RO,oaie,turmă,carte,"['bibliotecă', 'raft', 'colecție', 'contabilitate', 'sistem_de_contabilitate', 'metodă_de_contabilitate']","""oaie"" este pentru ""turmă"" cum ""carte"" este pentru "
270,PT,flor,ramalhete,agente,['polícia'],"""flor"" está para ""ramalhete"" assim como ""agente"" está para "
271,PT,soldado,exército,árvore,"['floresta', 'bosque']","""soldado"" está para ""exército"" assim como ""árvore"" está para "
272,PT,gatinho,ninhada,lobo,['alcateia'],"""gatinho"" está para ""ninhada"" assim como ""lobo"" está para "
273,PT,livro,método_contabilístico,pássaro,['bando'],"""livro"" está para ""método_contabilístico"" assim como ""pássaro"" está para "
274,PT,fotografia,álbum,conjuge,"['casal', 'relacionamento', 'família']","""fotografia"" está para ""álbum"" assim como ""conjuge"" está para "
275,PT,conjuge,relacionamento,empregado,"['pessoal', 'companhia']","""conjuge"" está para ""relacionamento"" assim como ""empregado"" está para "
276,PT,secretário,assessoria,letra,"['alfabeto', 'abecedário']","""secretário"" está para ""assessoria"" assim como ""letra"" está para "
277,PT,palavra,frase,flor,['ramalhete'],"""palavra"" está para ""frase"" assim como ""flor"" está para "
278,PT,pessoa,mundo,conjuge,"['casal', 'relacionamento', 'família']","""pessoa"" está para ""mundo"" assim como ""conjuge"" está para "
279,PT,condado,país,jurado,['júri'],"""condado"" está para ""país"" assim como ""jurado"" está para "
280,PT,bezerro,gado,membro,"['clube', 'equipa', 'grupo', 'bando', 'comunidade']","""bezerro"" está para ""gado"" assim como ""membro"" está para "
281,PT,palavra,parágrafo,divisão,"['companhia', 'empresa', 'pelotão', 'grupo_de_combate']","""palavra"" está para ""parágrafo"" assim como ""divisão"" está para "
282,PT,cantor,banda,cantor,"['coro', 'banda', 'duo', 'trio', 'quarteto', 'quinteto,sexteto']","""cantor"" está para ""banda"" assim como ""cantor"" está para "
283,PT,secretário,câmara,canção,"['álbum', 'colecção', 'antologia', 'fonoteca']","""secretário"" está para ""câmara"" assim como ""canção"" está para "
284,PT,livro,prateleira,membro,"['clube', 'equipa', 'grupo', 'bando', 'comunidade']","""livro"" está para ""prateleira"" assim como ""membro"" está para "
285,PT,faculdade,universidade,jogador,"['equipa', 'grupo', 'orquestra']","""faculdade"" está para ""universidade"" assim como ""jogador"" está para "
286,PT,livro,contabilidade,estrela,"['constelação', 'galáxia']","""livro"" está para ""contabilidade"" assim como ""estrela"" está para "
287,PT,cantor,quarteto,carro,"['vagão', 'carro_andor']","""cantor"" está para ""quarteto"" assim como ""carro"" está para "
288,PT,cristão,igreja,elefante,['manada'],"""cristão"" está para ""igreja"" assim como ""elefante"" está para "
289,PT,abelha,colmeia,abelha,"['enxame', 'colmeia', 'colónia', 'deriva', 'enxameamento', 'ninho', 'ruído', 'suporte']","""abelha"" está para ""colmeia"" assim como ""abelha"" está para "
290,PT,ganso,bando,abelha,"['enxame', 'colmeia', 'colónia', 'deriva', 'enxameamento', 'ninho', 'ruído', 'suporte']","""ganso"" está para ""bando"" assim como ""abelha"" está para "
291,PT,membro,comunidade,página,"['livro', 'bloco_de_notas', 'sítio_web']","""membro"" está para ""comunidade"" assim como ""página"" está para "
292,PT,cantor,duo,fotografia,"['álbum', 'colecção', 'fototeca']","""cantor"" está para ""duo"" assim como ""fotografia"" está para "
293,PT,estudante,turma,página,"['livro', 'bloco_de_notas', 'sítio_web']","""estudante"" está para ""turma"" assim como ""página"" está para "
294,PT,abelha,colónia,soldado,"['exército', 'unidade', 'divisão', 'tropa']","""abelha"" está para ""colónia"" assim como ""soldado"" está para "
295,PT,cantor,trio,leão,['alcateia'],"""cantor"" está para ""trio"" assim como ""leão"" está para "
296,PT,canção,álbum,empregado,"['pessoal', 'companhia']","""canção"" está para ""álbum"" assim como ""empregado"" está para "
297,PT,cristão,congregação,cidadão,"['cidadania', 'país', 'estado']","""cristão"" está para ""congregação"" assim como ""cidadão"" está para "
298,PT,cristão,paróquia,livro,"['biblioteca', 'prateleira', 'colecção', 'contabilidade', 'sistema_contailístico', 'método_contabilístico']","""cristão"" está para ""paróquia"" assim como ""livro"" está para "
299,PT,ovelha,rebanho,livro,"['biblioteca', 'prateleira', 'colecção', 'contabilidade', 'sistema_contailístico', 'método_contabilístico']","""ovelha"" está para ""rebanho"" assim como ""livro"" está para "
300,MK,цвет,букет,полицаец,['полиција'],"Односот меѓу зборовите ""цвет"" и ""букет"" е еднаков со односот меѓу зборовите ""полицаец"" и "
301,MK,војник,армија,дрво,"['шума', 'лаг']","Односот меѓу зборовите ""војник"" и ""армија"" е еднаков со односот меѓу зборовите ""дрво"" и "
302,MK,маче,легло,волк,['чопор'],"Односот меѓу зборовите ""маче"" и ""легло"" е еднаков со односот меѓу зборовите ""волк"" и "
303,MK,книга,сметководнa_метода,птица,['јато'],"Односот меѓу зборовите ""книга"" и ""сметководнa_метода"" е еднаков со односот меѓу зборовите ""птица"" и "
304,MK,слика,албум,сопружник,"['пар', 'врска', 'семејство']","Односот меѓу зборовите ""слика"" и ""албум"" е еднаков со односот меѓу зборовите ""сопружник"" и "
305,MK,сопружник,врска,вработен,"['персонал', 'фирма']","Односот меѓу зборовите ""сопружник"" и ""врска"" е еднаков со односот меѓу зборовите ""вработен"" и "
306,MK,секретар,персонал,буква,['азбука'],"Односот меѓу зборовите ""секретар"" и ""персонал"" е еднаков со односот меѓу зборовите ""буква"" и "
307,MK,збор,реченица,цвет,"['букет', 'китка']","Односот меѓу зборовите ""збор"" и ""реченица"" е еднаков со односот меѓу зборовите ""цвет"" и "
308,MK,личност,свет,сопружник,"['пар', 'врска', 'семејство']","Односот меѓу зборовите ""личност"" и ""свет"" е еднаков со односот меѓу зборовите ""сопружник"" и "
309,MK,округ,земја,поротник,['порота'],"Односот меѓу зборовите ""округ"" и ""земја"" е еднаков со односот меѓу зборовите ""поротник"" и "
310,MK,теле,добиток,член,"['клуб', 'тим', 'група', 'бенд', 'заедница']","Односот меѓу зборовите ""теле"" и ""добиток"" е еднаков со односот меѓу зборовите ""член"" и "
311,MK,збор,пасус,оддел,"['компанија,_фирма', 'бизнис', 'вод,_десетина', 'борбена_единица']","Односот меѓу зборовите ""збор"" и ""пасус"" е еднаков со односот меѓу зборовите ""оддел"" и "
312,MK,пеач,бенд,пеач,"['хор', 'бенд', 'дует', 'трио', 'квартет']","Односот меѓу зборовите ""пеач"" и ""бенд"" е еднаков со односот меѓу зборовите ""пеач"" и "
313,MK,секретар,дом,песма,"['албум', 'колекција', 'антологија', 'библиотека']","Односот меѓу зборовите ""секретар"" и ""дом"" е еднаков со односот меѓу зборовите ""песма"" и "
314,MK,книга,полица,член,"['клуб', 'тим', 'група', 'бенд', 'заедница']","Односот меѓу зборовите ""книга"" и ""полица"" е еднаков со односот меѓу зборовите ""член"" и "
315,MK,колеџ,универзитет,играч,"['тим', 'група', 'оркестар']","Односот меѓу зборовите ""колеџ"" и ""универзитет"" е еднаков со односот меѓу зборовите ""играч"" и "
316,MK,книга,сметководтсво,ѕвезда,"['соѕвездие', 'галаксија']","Односот меѓу зборовите ""книга"" и ""сметководтсво"" е еднаков со односот меѓу зборовите ""ѕвезда"" и "
317,MK,пеач,квартет,автомобил,"['воз', 'композиција']","Односот меѓу зборовите ""пеач"" и ""квартет"" е еднаков со односот меѓу зборовите ""автомобил"" и "
318,MK,христијанин,црква,слон,['булук'],"Односот меѓу зборовите ""христијанин"" и ""црква"" е еднаков со односот меѓу зборовите ""слон"" и "
319,MK,пчела,кошница,пчела,"['рој', 'кошница', 'колонија', 'гнездо', 'поило']","Односот меѓу зборовите ""пчела"" и ""кошница"" е еднаков со односот меѓу зборовите ""пчела"" и "
320,MK,гуска,јато,пчела,"['рој', 'кошница', 'колонија', 'гнездо', 'поило']","Односот меѓу зборовите ""гуска"" и ""јато"" е еднаков со односот меѓу зборовите ""пчела"" и "
321,MK,член,заедница,страница,"['книга', 'бележник', 'веб-сајт']","Односот меѓу зборовите ""член"" и ""заедница"" е еднаков со односот меѓу зборовите ""страница"" и "
322,MK,пеач,дует,слика,"['албум', 'збирка', 'библиотека']","Односот меѓу зборовите ""пеач"" и ""дует"" е еднаков со односот меѓу зборовите ""слика"" и "
323,MK,ученик,"одделение,_клас",страница,"['книга', 'бележник', 'веб-сајт']","Односот меѓу зборовите ""ученик"" и ""одделение,_клас"" е еднаков со односот меѓу зборовите ""страница"" и "
324,MK,пчела,колонија,војник,"['армија', 'единица', 'дивизија', 'чета']","Односот меѓу зборовите ""пчела"" и ""колонија"" е еднаков со односот меѓу зборовите ""војник"" и "
325,MK,пеач,трио,лав,['стадо'],"Односот меѓу зборовите ""пеач"" и ""трио"" е еднаков со односот меѓу зборовите ""лав"" и "
326,MK,песма,албум,вработен,"['персонал', 'фирма']","Односот меѓу зборовите ""песма"" и ""албум"" е еднаков со односот меѓу зборовите ""вработен"" и "
327,MK,христијанин,заедница,граѓанин,"['граѓанство', 'земја', 'држава']","Односот меѓу зборовите ""христијанин"" и ""заедница"" е еднаков со односот меѓу зборовите ""граѓанин"" и "
328,MK,христијанин,парохија,книга,"['книжарница', 'полица', 'збирка', 'сметководтсво', 'сметководен_систем', 'сметководнa_метода']","Односот меѓу зборовите ""христијанин"" и ""парохија"" е еднаков со односот меѓу зборовите ""книга"" и "
329,MK,овца,стадо,книга,"['книжарница', 'полица', 'збирка', 'сметководтсво', 'сметководен_систем', 'сметководнa_метода']","Односот меѓу зборовите ""овца"" и ""стадо"" е еднаков со односот меѓу зборовите ""книга"" и "
330,HR,cvijet,buket,policajac,['policija'],"Odnos između riječi ""cvijet"" i ""buket"" jednak je odnosu između riječi ""policajac"" i "
331,HR,vojnik,vojska,drvo,"['šuma', 'šumarak', 'gaj,lug']","Odnos između riječi ""vojnik"" i ""vojska"" jednak je odnosu između riječi ""drvo"" i "
332,HR,mačić,leglo,vuk,['čopor'],"Odnos između riječi ""mačić"" i ""leglo"" jednak je odnosu između riječi ""vuk"" i "
333,HR,knjiga,računovodstvena_metoda,ptica,['jato'],"Odnos između riječi ""knjiga"" i ""računovodstvena_metoda"" jednak je odnosu između riječi ""ptica"" i "
334,HR,slika,album,bračni_drug,"['par', 'veza', 'obitelj']","Odnos između riječi ""slika"" i ""album"" jednak je odnosu između riječi ""bračni_drug"" i "
335,HR,bračni_drug,veza,zaposlenik,"['osoblje', 'tvrtka']","Odnos između riječi ""bračni_drug"" i ""veza"" jednak je odnosu između riječi ""zaposlenik"" i "
336,HR,tajnica,osoblje,slovo,['abeceda'],"Odnos između riječi ""tajnica"" i ""osoblje"" jednak je odnosu između riječi ""slovo"" i "
337,HR,riječ,rečenica,cvijet,"['buket', 'kita']","Odnos između riječi ""riječ"" i ""rečenica"" jednak je odnosu između riječi ""cvijet"" i "
338,HR,osoba,svijet,bračni_drug,"['par', 'veza', 'obitelj']","Odnos između riječi ""osoba"" i ""svijet"" jednak je odnosu između riječi ""bračni_drug"" i "
339,HR,županija,zemlja,porotnik,['porota'],"Odnos između riječi ""županija"" i ""zemlja"" jednak je odnosu između riječi ""porotnik"" i "
340,HR,tele,stoka,član,"['klub', 'tim', 'skupina', 'bend', 'zajednica', 'grupa']","Odnos između riječi ""tele"" i ""stoka"" jednak je odnosu između riječi ""član"" i "
341,HR,riječ,odlomak,odjeljenje,"['tvrtka', 'djelatnost', 'vod', 'borbena_jedinica']","Odnos između riječi ""riječ"" i ""odlomak"" jednak je odnosu između riječi ""odjeljenje"" i "
342,HR,pjevač,bend,pjevač,"['zbor', 'bend', 'duet', 'trio', 'kvartet']","Odnos između riječi ""pjevač"" i ""bend"" jednak je odnosu između riječi ""pjevač"" i "
343,HR,tajnica,dom,pjesma,"['album', 'zbirka', 'antologija', 'knjižnica']","Odnos između riječi ""tajnica"" i ""dom"" jednak je odnosu između riječi ""pjesma"" i "
344,HR,knjiga,polica,član,"['klub', 'tim', 'skupina', 'bend', 'zajednica', 'grupa']","Odnos između riječi ""knjiga"" i ""polica"" jednak je odnosu između riječi ""član"" i "
345,HR,koledž,sveučilište,igrač,"['tim', 'skupina', 'orkestar']","Odnos između riječi ""koledž"" i ""sveučilište"" jednak je odnosu između riječi ""igrač"" i "
346,HR,knjiga,računovodstvo,zvijezda,"['zviježđe', 'galaksija']","Odnos između riječi ""knjiga"" i ""računovodstvo"" jednak je odnosu između riječi ""zvijezda"" i "
347,HR,pjevač,kvartet,vagon,"['vlak', 'kompozicija']","Odnos između riječi ""pjevač"" i ""kvartet"" jednak je odnosu između riječi ""vagon"" i "
